date,location,region,population,cases,casechange,caserate,deaths,deathrate
2022-06-02,Los Angeles - Beverlywood,W,13173,3312,11,25142,4,30
2022-06-02,Los Angeles - Boyle Heights,MLA,86884,34070,26,39213,372,428
2022-06-02,Los Angeles - Brentwood,W,30955,6420,16,20740,27,87
2022-06-02,Los Angeles - Brookside,MLA,581,114,0,19621,2,344
2022-06-02,Los Angeles - Cadillac-Corning,W,7121,1947,5,27342,14,197
2022-06-02,Los Angeles - Canoga Park,SFV,65288,20933,22,32062,208,319
2022-06-02,Los Angeles - Carthay,MLA,14363,3236,17,22530,89,620
2022-06-02,Los Angeles - Central,MLA,38992,15118,12,38772,159,408
2022-06-02,Los Angeles - Century City,W,12792,2684,9,20982,16,125
2022-06-02,Los Angeles - Century Palms/Cove,S,33766,13736,11,40680,132,391
2022-06-02,Los Angeles - Chatsworth,SFV,37061,10015,20,27023,120,324
2022-06-02,Los Angeles - Cheviot Hills,W,9171,1921,6,20946,10,109
2022-06-02,Los Angeles - Chinatown,MLA,8021,2104,3,26231,19,237
2022-06-02,Los Angeles - Cloverdale/Cochran,MLA,14553,4250,6,29204,30,206
2022-06-02,Los Angeles - Country Club Park,MLA,15153,3864,8,25500,89,587
2022-06-02,Los Angeles - Crenshaw District,S,13829,4188,10,30284,47,340
2022-06-02,Los Angeles - Crestview,W,11368,3071,7,27014,52,457
2022-06-02,Los Angeles - Del Rey,W,29936,6534,13,21827,43,144
2022-06-02,Los Angeles - Downtown,MLA,27507,12710,26,46206,68,247
2022-06-02,Los Angeles - Eagle Rock,MLA,39588,10134,30,25598,148,374
2022-06-02,Los Angeles - East Hollywood,MLA,29287,7697,14,26281,155,529
2022-06-02,Los Angeles - Echo Park,MLA,14256,3605,4,25288,26,182
2022-06-02,Los Angeles - El Sereno,MLA,41808,13840,24,33104,141,337
2022-06-02,Los Angeles - Elysian Park,MLA,5712,1461,1,25578,6,105
2022-06-02,Los Angeles - Elysian Valley,MLA,10171,2885,3,28365,33,324
2022-06-02,Los Angeles - Encino,SFV,45172,11363,33,25155,90,199
2022-06-02,Los Angeles - Exposition Park,S,44916,15037,18,33477,105,234
2022-06-02,Los Angeles - Exposition,S,3326,1021,2,30698,8,241
2022-06-02,Los Angeles - Faircrest Heights,MLA,3600,958,4,26611,6,167
2022-06-02,Los Angeles - Figueroa Park Square,S,8721,3111,3,35673,38,436
2022-06-02,Los Angeles - Florence-Firestone,S,47446,19852,11,41842,156,329
2022-06-02,Los Angeles - Glassell Park,MLA,31604,8544,20,27035,71,225
2022-06-02,Los Angeles - Gramercy Place,S,10764,3309,3,30741,42,390
2022-06-02,Los Angeles - Granada Hills,SFV,58191,16984,48,29187,252,433
2022-06-02,Los Angeles - Green Meadows,S,21505,8724,8,40567,64,298
2022-06-02,Los Angeles - Hancock Park,MLA,17039,3711,11,21779,11,65
2022-06-02,Los Angeles - Harbor City,SB,29071,7404,12,25470,51,175
2022-06-02,Los Angeles - Harbor Gateway,SB,43600,12672,27,29064,103,236
2022-06-02,Los Angeles - Harbor Pines,SB,2409,476,0,19759,3,125
2022-06-02,Los Angeles - Harvard Heights,MLA,18035,5327,9,29537,80,444
2022-06-02,Los Angeles - Harvard Park,S,37935,15343,11,40445,129,340
2022-06-02,Los Angeles - Highland Park,MLA,48391,13712,33,28336,140,289
2022-06-02,Los Angeles - Historic Filipinotown,MLA,13870,4463,12,32177,91,656
2022-06-02,Los Angeles - Hollywood Hills,MLA,29435,5879,29,19974,31,105
2022-06-02,Los Angeles - Hollywood,MLA,68254,17207,45,25210,114,167
2022-06-02,Los Angeles - Hyde Park,S,28541,9585,6,33583,113,396
2022-06-02,Los Angeles - Jefferson Park,S,8073,2617,1,32417,21,260
2022-06-02,Los Angeles - Koreatown,MLA,51692,13543,12,26199,150,290
2022-06-02,Los Angeles - Lafayette Square,MLA,4559,1309,2,28712,11,241
2022-06-02,Los Angeles - Lake Balboa,SFV,42206,12896,27,30555,92,218
2022-06-02,Los Angeles - Lakeview Terrace,SFV,13133,4758,6,36229,47,358
2022-06-02,Los Angeles - Leimert Park,S,15235,4501,7,29544,32,210
2022-06-02,Los Angeles - Lincoln Heights,MLA,32597,10509,23,32239,213,653
2022-06-02,Los Angeles - Little Armenia,MLA,8025,2523,3,31439,114,1421
2022-06-02,Los Angeles - Little Bangladesh,MLA,28343,7166,9,25283,39,138
2022-06-02,Los Angeles - Little Tokyo,MLA,3133,1147,2,36610,14,447
2022-06-02,Los Angeles - Longwood,MLA,4304,1400,3,32528,14,325
2022-06-02,Los Angeles - Los Feliz,MLA,21608,4330,11,20039,35,162
2022-06-02,Los Angeles - Manchester Square,SB,8536,2510,5,29405,22,258
2022-06-02,Los Angeles - Mandeville Canyon,W,3124,597,3,19110,1,32
2022-06-02,Los Angeles - Mar Vista,W,42471,8149,33,19187,46,108
2022-06-02,Los Angeles - Marina Peninsula,W,4360,756,1,17339,5,115
2022-06-02,Los Angeles - Melrose,MLA,77696,21350,54,27479,260,335
2022-06-02,Los Angeles - Mid-city,MLA,15030,3699,14,24611,53,353
2022-06-02,Los Angeles - Miracle Mile,MLA,17985,3812,13,21195,22,122
2022-06-02,Los Angeles - Mission Hills,SFV,24124,9775,11,40520,152,630
2022-06-02,Los Angeles - Mt. Washington,MLA,24145,6692,10,27716,75,311
2022-06-02,Los Angeles - North Hills,SFV,61576,20775,18,33739,192,312
2022-06-02,Los Angeles - North Hollywood,SFV,151422,48348,81,31930,483,319
2022-06-02,Los Angeles - Northridge,SFV,69796,20254,44,29018,218,312
2022-06-02,Los Angeles - Pacific Palisades,W,21291,3872,21,18186,17,80
2022-06-02,Los Angeles - Pacoima,SFV,76979,32866,49,42695,285,370
2022-06-02,Los Angeles - Palisades Highlands,W,3846,730,4,18981,2,52
2022-06-02,Los Angeles - Palms,W,43877,8913,30,20314,78,178
2022-06-02,Los Angeles - Panorama City,SFV,75251,27872,33,37039,333,443
2022-06-02,Los Angeles - Park La Brea,MLA,13580,2480,6,18262,3,22
2022-06-02,Los Angeles - Pico-Union,MLA,41842,14189,12,33911,284,679
2022-06-02,Los Angeles - Playa Del Rey,W,3196,456,1,14268,4,125
2022-06-02,Los Angeles - Playa Vista,W,10947,2590,14,23659,14,128
2022-06-02,Los Angeles - Porter Ranch,SFV,35589,7979,24,22420,62,174
2022-06-02,Los Angeles - Rancho Park,W,6560,1650,9,25152,2,30
2022-06-02,Los Angeles - Regent Square,W,2780,690,1,24820,4,144
2022-06-02,Los Angeles - Reseda Ranch,SFV,4636,1475,2,31816,6,129
2022-06-02,Los Angeles - Reseda,SFV,76617,25694,35,33536,366,478
2022-06-02,Los Angeles - Reynier Village,W,4228,939,2,22209,3,71
2022-06-02,Los Angeles - San Pedro,SB,78039,20700,46,26526,178,228
2022-06-02,Los Angeles - Shadow Hills,SFV,4442,1028,1,23143,8,180
2022-06-02,Los Angeles - Sherman Oaks,SFV,87253,20828,61,23871,153,175
2022-06-02,Los Angeles - Silverlake,MLA,44083,10519,14,23862,146,331
2022-06-02,Los Angeles - South Carthay,MLA,10595,2478,4,23388,10,94
2022-06-02,Los Angeles - South Park,S,37961,15126,15,39846,127,335
2022-06-02,Los Angeles - St Elmo Village,MLA,4584,1580,1,34468,46,1003
2022-06-02,Los Angeles - Studio City,SFV,22440,5215,27,23240,59,263
2022-06-02,Los Angeles - Sun Valley,SFV,52483,19367,24,36901,195,372
2022-06-02,Los Angeles - Sunland,SFV,20408,5355,9,26240,80,392
2022-06-02,Los Angeles - Sycamore Square,SFV,647,136,0,21020,2,309
2022-06-02,Los Angeles - Sylmar,SFV,82397,34797,55,42230,315,382
2022-06-02,Los Angeles - Tarzana,SFV,30876,8182,11,26500,103,334
2022-06-02,Los Angeles - Temple-Beaudry,MLA,39481,11503,12,29135,134,339
2022-06-02,Los Angeles - Thai Town,MLA,9809,2348,8,23937,39,398
2022-06-02,Los Angeles - Toluca Lake,SFV,8704,1878,9,21576,11,126
2022-06-02,Los Angeles - Toluca Terrace,SFV,1306,374,2,28637,10,766
2022-06-02,Los Angeles - Toluca Woods,SFV,1858,370,3,19914,0,0
2022-06-02,Los Angeles - Tujunga,SFV,27810,7076,25,25444,95,342
2022-06-02,Los Angeles - University Hills,SGV,3429,746,2,21756,4,117
2022-06-02,Los Angeles - University Park,S,27456,9732,11,35446,76,277
2022-06-02,Los Angeles - Valley Glen,SFV,30016,9154,11,30497,98,326
2022-06-02,Los Angeles - Valley Village,SFV,24720,6496,10,26278,95,384
2022-06-02,Los Angeles - Van Nuys,SFV,93193,31412,27,33706,426,457
2022-06-02,Los Angeles - Venice,W,33885,7265,18,21440,30,89
2022-06-02,Los Angeles - Vermont Knolls,S,17200,6312,9,36698,76,442
2022-06-02,Los Angeles - Vermont Square,S,7657,3207,2,41883,36,470
2022-06-02,Los Angeles - Vermont Vista,S,41186,15853,7,38491,128,311
2022-06-02,Los Angeles - Vernon Central,S,51998,22117,16,42534,197,379
2022-06-02,Los Angeles - Victoria Park,MLA,8399,2375,-1,28277,18,214
2022-06-02,Los Angeles - View Heights,S,3694,806,2,21819,9,244
2022-06-02,Los Angeles - Watts,S,42674,16614,14,38932,138,323
2022-06-02,Los Angeles - Wellington Square,MLA,4915,1480,0,30112,13,264
2022-06-02,Los Angeles - West Adams,MLA,27630,9072,14,32834,176,637
2022-06-02,Los Angeles - West Hills,SFV,40545,9486,14,23396,142,350
2022-06-02,Los Angeles - West Los Angeles,W,37636,8485,25,22545,70,186
2022-06-02,Los Angeles - West Vernon,S,53643,20964,34,39080,239,446
2022-06-02,Los Angeles - Westchester,W,51603,9950,46,19282,67,130
2022-06-02,Los Angeles - Westlake,MLA,59354,17621,15,29687,360,607
2022-06-02,Los Angeles - Westwood,W,54109,12375,137,22871,40,74
2022-06-02,Los Angeles - Wholesale District,MLA,36129,16765,16,46403,137,379
2022-06-02,Los Angeles - Wilmington,SB,56487,19904,18,35236,134,237
2022-06-02,Los Angeles - Wilshire Center,MLA,50170,13579,18,27066,148,295
2022-06-02,Los Angeles - Winnetka,SFV,51785,16017,28,30929,123,238
2022-06-02,Los Angeles - Woodland Hills,SFV,68056,15831,40,23262,118,173
2022-06-02,Unincorporated - Acton,AV,7971,1574,4,19747,17,213
2022-06-02,Unincorporated - Agua Dulce,AV,4158,809,4,19456,6,144
2022-06-02,Unincorporated - Altadena,SGV,43620,8882,7,20362,99,227
2022-06-02,Unincorporated - Anaverde,AV,1508,334,0,22149,1,66
2022-06-02,Unincorporated - Angeles National Forest,AV,1245,76,0,6104,1,80
2022-06-02,Unincorporated - Arcadia,SGV,7981,1553,10,19459,19,238
2022-06-02,Unincorporated - Athens Village,S,4897,2353,5,48050,38,776
2022-06-02,Unincorporated - Athens-Westmont,S,42442,14670,13,34565,154,363
2022-06-02,Unincorporated - Avocado Heights,SGV,6775,2287,3,33756,21,310
2022-06-02,Unincorporated - Azusa,SGV,15923,5072,4,31853,52,327
2022-06-02,Unincorporated - Bassett,SGV,14817,4930,5,33273,55,371
2022-06-02,Unincorporated - Bouquet Canyon,SFV,1073,156,0,14539,2,186
2022-06-02,Unincorporated - Bradbury,SGV,108,72,0,66667,26,24074
2022-06-02,Unincorporated - Canyon Country,SFV,7728,2760,9,35714,9,116
2022-06-02,Unincorporated - Castaic,SFV,27191,8002,9,29429,31,114
2022-06-02,Unincorporated - Cerritos,E,587,149,1,25383,2,341
2022-06-02,Unincorporated - Charter Oak,SGV,20,2,0,10000,0,0
2022-06-02,Unincorporated - Claremont,SGV,702,104,0,14815,5,712
2022-06-02,Unincorporated - Covina (Charter Oak),SGV,13144,3744,7,28484,26,198
2022-06-02,Unincorporated - Covina,SGV,16819,4984,5,29633,57,339
2022-06-02,Unincorporated - Del Aire,SB,4393,957,1,21785,4,91
2022-06-02,Unincorporated - Del Rey,W,318,101,0,31761,1,314
2022-06-02,Unincorporated - Del Sur,AV,2415,564,1,23354,3,124
2022-06-02,Unincorporated - Desert View Highlands,AV,2493,763,0,30606,13,521
2022-06-02,Unincorporated - Duarte,SGV,4428,1555,3,35117,14,316
2022-06-02,Unincorporated - East Covina,SGV,329,76,0,23100,1,304
2022-06-02,Unincorporated - East La Mirada,E,5292,1256,3,23734,13,246
2022-06-02,Unincorporated - East Lancaster,AV,114,43,0,37719,0,0
2022-06-02,Unincorporated - East Los Angeles,E,125268,49205,55,39279,538,429
2022-06-02,Unincorporated - East Pasadena,SGV,6403,335,0,5232,11,172
2022-06-02,Unincorporated - East Rancho Dominguez,S,15308,5159,4,33701,63,412
2022-06-02,Unincorporated - East Whittier,E,5306,1129,2,21278,10,188
2022-06-02,Unincorporated - El Camino Village,SB,8791,1948,5,22159,16,182
2022-06-02,Unincorporated - El Monte,SGV,145,51,0,35172,0,0
2022-06-02,Unincorporated - Elizabeth Lake,AV,1661,215,0,12944,1,60
2022-06-02,Unincorporated - Florence-Firestone,S,64705,26811,21,41436,260,402
2022-06-02,Unincorporated - Franklin Canyon,MLA,12,1,0,8333,0,0
2022-06-02,Unincorporated - Glendora,SGV,660,169,0,25606,3,455
2022-06-02,Unincorporated - Hacienda Heights,SGV,55925,12381,29,22138,134,240
2022-06-02,Unincorporated - Harbor Gateway,S,1,4,0,400000,0,0
2022-06-02,Unincorporated - Hawthorne,SB,2514,619,0,24622,5,199
2022-06-02,Unincorporated - Hi Vista,AV,1098,138,0,12568,2,182
2022-06-02,Unincorporated - Kagel/Lopez Canyons,SFV,1412,548,0,38810,3,212
2022-06-02,Unincorporated - La Crescenta-Montrose,SFV,19802,3128,7,15797,24,121
2022-06-02,Unincorporated - La Habra Heights,E,676,17,0,2515,1,148
2022-06-02,Unincorporated - La Rambla,SGV,2075,623,1,30024,25,1205
2022-06-02,Unincorporated - La Verne,SGV,2040,531,1,26029,2,98
2022-06-02,Unincorporated - Ladera Heights,W,7071,1399,3,19785,18,255
2022-06-02,Unincorporated - Lake Hughes,AV,668,157,3,23503,1,150
2022-06-02,Unincorporated - Lake Los Angeles,AV,12994,3491,0,26866,27,208
2022-06-02,Unincorporated - Lake Manor,SFV,1643,364,0,22155,2,122
2022-06-02,Unincorporated - Lakewood,E,114,1,0,877,0,0
2022-06-02,Unincorporated - Lennox,SB,22542,6553,6,29070,67,297
2022-06-02,Unincorporated - Leona Valley,AV,1751,266,0,15191,5,286
2022-06-02,Unincorporated - Littlerock,AV,4021,1218,0,30291,9,224
2022-06-02,Unincorporated - Littlerock/Juniper Hills,AV,1297,282,0,21742,4,308
2022-06-02,Unincorporated - Littlerock/Pearblossom,AV,3569,1063,2,29784,14,392
2022-06-02,Unincorporated - Llano,AV,877,103,0,11745,2,228
2022-06-02,Unincorporated - Marina del Rey,W,9411,1867,7,19838,4,43
2022-06-02,Unincorporated - Miracle Mile,MLA,0,0,0,0,0,0
2022-06-02,Unincorporated - Monrovia,SGV,3881,912,0,23499,4,103
2022-06-02,Unincorporated - Newhall,SFV,220,88,0,40000,1,455
2022-06-02,Unincorporated - North Lancaster,AV,1198,346,0,28881,4,334
2022-06-02,Unincorporated - North Whittier,W,8360,2496,4,29856,33,395
2022-06-02,Unincorporated - Northeast San Gabriel,SGV,24036,4378,14,18214,51,212
2022-06-02,Unincorporated - Padua Hills,SGV,215,28,0,13023,0,0
2022-06-02,Unincorporated - Palmdale,AV,842,218,0,25891,5,594
2022-06-02,Unincorporated - Palos Verdes Peninsula,SB,621,73,1,11755,0,0
2022-06-02,Unincorporated - Pearblossom/Llano,AV,1956,330,0,16871,3,153
2022-06-02,Unincorporated - Pellissier Village,SGV,619,309,1,49919,1,162
2022-06-02,Unincorporated - Placerita Canyon,SGV,460,15,0,3261,0,0
2022-06-02,Unincorporated - Pomona,SGV,1938,145,0,7482,3,155
2022-06-02,Unincorporated - Quartz Hill,AV,12906,3203,7,24818,36,279
2022-06-02,Unincorporated - Rancho Dominguez,S,2661,973,5,36565,6,225
2022-06-02,Unincorporated - Roosevelt,S,931,224,0,24060,2,215
2022-06-02,Unincorporated - Rosewood,S,1286,401,0,31182,6,467
2022-06-02,Unincorporated - Rosewood/East Gardena,S,1193,426,0,35708,6,503
2022-06-02,Unincorporated - Rosewood/West Rancho Dominguez,S,3361,1114,3,33145,18,536
2022-06-02,Unincorporated - Rowland Heights,SGV,51023,9320,20,18267,107,210
2022-06-02,Unincorporated - San Clemente Island,SB,0,0,0,0,0,0
2022-06-02,Unincorporated - San Francisquito Canyon/Bouquet Canyon,SFV,858,36,0,4196,0,0
2022-06-02,Unincorporated - San Jose Hills,SGV,20221,6556,10,32422,97,480
2022-06-02,Unincorporated - San Pasqual,SGV,2035,67,0,3292,1,49
2022-06-02,Unincorporated - Sand Canyon,AV,308,49,0,15909,0,0
2022-06-02,Unincorporated - Santa Catalina Island,SB,267,654,0,244944,5,1873
2022-06-02,Unincorporated - Santa Monica Mountains,W,18621,3067,24,16471,19,102
2022-06-02,Unincorporated - Saugus,SFV,155,338,0,218065,1,645
2022-06-02,Unincorporated - Saugus/Canyon Country,SFV,356,96,0,26966,1,281
2022-06-02,Unincorporated - South Antelope Valley,AV,455,94,0,20659,1,220
2022-06-02,Unincorporated - South El Monte,SGV,1795,632,0,35209,6,334
2022-06-02,Unincorporated - South San Gabriel,SGV,8848,2120,4,23960,56,633
2022-06-02,Unincorporated - South Whittier,SGV,59222,17685,26,29862,189,319
2022-06-02,Unincorporated - Southeast Antelope Valley,AV,781,192,1,24584,1,128
2022-06-02,Unincorporated - Stevenson Ranch,SFV,20966,4460,15,21273,15,72
2022-06-02,Unincorporated - Sun Village,AV,6036,1841,0,30500,19,315
2022-06-02,Unincorporated - Sunrise Village,SGV,1296,427,1,32948,2,154
2022-06-02,Unincorporated - Twin Lakes/Oat Mountain,SFV,1658,331,1,19964,4,241
2022-06-02,Unincorporated - Val Verde,AV,3309,884,1,26715,3,91
2022-06-02,Unincorporated - Valencia,SFV,3072,734,1,23893,2,65
2022-06-02,Unincorporated - Valinda,SGV,23371,7696,10,32930,98,419
2022-06-02,Unincorporated - View Park/Windsor Hills,S,11635,2702,11,23223,22,189
2022-06-02,Unincorporated - Walnut Park,S,16143,6275,10,38871,65,403
2022-06-02,Unincorporated - West Antelope Valley,AV,1511,137,0,9067,2,132
2022-06-02,Unincorporated - West Carson,SB,22086,5900,13,26714,167,756
2022-06-02,Unincorporated - West Chatsworth,SFV,12,4,0,33333,0,0
2022-06-02,Unincorporated - West LA,W,952,613,1,64391,21,2206
2022-06-02,Unincorporated - West Puente Valley,SGV,9835,3301,0,33564,37,376
2022-06-02,Unincorporated - West Rancho Dominguez,S,1359,401,1,29507,9,662
2022-06-02,Unincorporated - West Whittier/Los Nietos,E,26925,8512,11,31614,111,412
2022-06-02,Unincorporated - Westfield/Academy Hills,TBD,1300,181,2,13923,0,0
2022-06-02,Unincorporated - Westhills,SFV,839,136,0,16210,1,119
2022-06-02,Unincorporated - White Fence Farms,AV,3683,741,0,20119,9,244
2022-06-02,Unincorporated - Whittier Narrows,E,12,65,0,541667,1,8333
2022-06-02,Unincorporated - Whittier,SGV,3784,771,-1,20375,10,264
2022-06-02,Unincorporated - Willowbrook,S,34913,14014,13,40140,132,378
2022-06-02,Unincorporated - Wiseburn,SB,6027,1502,0,24921,15,249
2022-06-02,age 0 to 4,,0,86701,150
2022-06-02,age 12 to 17,,0,246003,446
2022-06-02,age 18 to 29,,0,628646,1062
2022-06-02,age 30 to 49,,0,902186,1533
2022-06-02,age 5 to 11,,0,251016,463
2022-06-02,age 50 to 64,,0,467021,788
2022-06-02,age 65 to 79,,0,182753,342
2022-06-02,age over 80,,0,59078,100
2022-06-03,City of Agoura Hills,SFV,20883,4652,25,22276,22,105
2022-06-03,City of Alhambra,SGV,86725,18294,37,21095,258,297
2022-06-03,City of Arcadia,SGV,57755,8920,20,15445,167,289
2022-06-03,City of Artesia,E,16795,4398,7,26186,88,524
2022-06-03,City of Avalon,SB,3869,64,0,1654,0,0
2022-06-03,City of Azusa,SGV,50039,14184,16,28345,159,318
2022-06-03,City of Baldwin Park,SGV,76768,23568,29,30700,390,508
2022-06-03,City of Bell Gardens,E,43071,14410,10,33456,140,325
2022-06-03,City of Bell,E,36332,14266,10,39266,144,396
2022-06-03,City of Bellflower,E,77734,24159,29,31079,264,340
2022-06-03,City of Beverly Hills,W,34519,9127,11,26440,44,127
2022-06-03,City of Bradbury,SGV,1069,67,0,6268,0,0
2022-06-03,City of Burbank,SFV,107179,24374,47,22741,327,305
2022-06-03,City of Calabasas,SFV,24323,4417,8,18160,38,156
2022-06-03,City of Carson,SB,93847,27004,64,28775,324,345
2022-06-03,City of Cerritos,E,50068,9142,23,18260,85,170
2022-06-03,City of Claremont,SGV,36485,7558,15,20716,84,230
2022-06-03,City of Commerce,E,13069,4639,1,35496,47,360
2022-06-03,City of Compton,S,99905,33800,31,33832,328,328
2022-06-03,City of Covina,SGV,49032,15236,26,31074,205,418
2022-06-03,City of Cudahy,E,24347,10260,7,42141,81,333
2022-06-03,City of Culver City,W,39865,8325,22,20883,135,339
2022-06-03,City of Diamond Bar,SGV,57515,9887,26,17190,109,190
2022-06-03,City of Downey,E,114264,37207,38,32563,382,334
2022-06-03,City of Duarte,SGV,22016,5443,14,24723,121,550
2022-06-03,City of El Monte,SGV,117269,33962,35,28961,532,454
2022-06-03,City of El Segundo,SB,16786,3148,10,18754,14,83
2022-06-03,City of Gardena,E,61310,17157,52,27984,269,439
2022-06-03,City of Glendale,SFV,206496,46912,84,22718,881,427
2022-06-03,City of Glendora,SGV,52764,12379,31,23461,246,466
2022-06-03,City of Hawaiian Gardens,E,14676,4279,1,29156,30,204
2022-06-03,City of Hawthorne,SB,88787,23549,33,26523,277,312
2022-06-03,City of Hermosa Beach,SB,19670,3698,10,18800,12,61
2022-06-03,City of Hidden Hills,SFV,1890,301,2,15926,2,106
2022-06-03,City of Huntington Park,E,59483,22549,29,37908,217,365
2022-06-03,City of Industry,SGV,437,417,1,95423,6,1373
2022-06-03,City of Inglewood,SB,113581,30552,51,26899,390,343
2022-06-03,City of Irwindale,SGV,1459,552,0,37834,8,548
2022-06-03,City of La Canada Flintridge,SGV,20693,3336,10,16121,20,97
2022-06-03,City of La Habra Heights,E,5455,170,0,3116,2,37
2022-06-03,City of La Mirada,E,49599,10988,12,22154,184,371
2022-06-03,City of La Puente,SGV,40696,13057,18,32083,152,373
2022-06-03,City of La Verne,SGV,33281,7396,13,22222,81,243
2022-06-03,City of Lakewood,E,80362,20157,42,25083,171,213
2022-06-03,City of Lancaster,AV,161570,52253,41,32341,428,265
2022-06-03,City of Lawndale,SB,33614,8474,12,25210,72,214
2022-06-03,City of Lomita,SB,20729,4616,12,22268,58,280
2022-06-03,City of Lynwood,S,72047,25313,22,35134,294,408
2022-06-03,City of Malibu,W,12961,2345,12,18093,13,100
2022-06-03,City of Manhattan Beach,SB,36000,5666,26,15739,27,75
2022-06-03,City of Maywood,E,28049,10803,17,38515,105,374
2022-06-03,City of Monrovia,SGV,38801,8743,17,22534,105,271
2022-06-03,City of Montebello,E,64375,19868,30,30863,283,440
2022-06-03,City of Monterey Park,SGV,62262,12481,26,20046,234,376
2022-06-03,City of Norwalk,E,107622,34163,32,31744,470,437
2022-06-03,City of Palmdale,AV,158968,54441,46,34247,446,281
2022-06-03,City of Palos Verdes Estates,SB,13522,1695,2,12535,12,89
2022-06-03,City of Paramount,S,56024,19347,20,34534,211,377
2022-06-03,City of Pico Rivera,E,64284,21671,34,33711,334,520
2022-06-03,City of Pomona,SGV,155933,53367,42,34225,588,377
2022-06-03,City of Rancho Palos Verdes,SB,42747,5496,19,12857,83,194
2022-06-03,City of Redondo Beach,SB,68696,11358,43,16533,71,103
2022-06-03,City of Rolling Hills Estates,SB,8113,1106,3,13632,10,123
2022-06-03,City of Rolling Hills,SB,1940,213,2,10979,3,155
2022-06-03,City of Rosemead,SGV,55350,11397,25,20591,188,340
2022-06-03,City of San Dimas,SGV,34517,8508,10,24649,128,371
2022-06-03,City of San Fernando,SFV,24612,10766,11,43743,81,329
2022-06-03,City of San Gabriel,SGV,40955,8111,17,19805,245,598
2022-06-03,City of San Marino,SGV,13277,1656,10,12473,14,105
2022-06-03,City of Santa Clarita,SFV,220421,57259,102,25977,386,175
2022-06-03,City of Santa Fe Springs,E,18364,6549,11,35662,55,299
2022-06-03,City of Santa Monica,W,92445,19597,58,21198,247,267
2022-06-03,City of Sierra Madre,SGV,10989,1670,9,15197,22,200
2022-06-03,City of Signal Hill,E,11797,3021,3,25608,13,110
2022-06-03,City of South El Monte,SGV,20885,6716,8,32157,89,426
2022-06-03,City of South Gate,E,98155,39450,52,40192,315,321
2022-06-03,City of South Pasadena,SGV,26052,4538,12,17418,61,234
2022-06-03,City of Temple City,SGV,36456,6802,23,18659,150,411
2022-06-03,City of Torrance,SB,149269,24951,61,16716,303,203
2022-06-03,City of Vernon,E,209,318,0,152153,0,0
2022-06-03,City of Walnut,SGV,30532,5297,20,17349,46,151
2022-06-03,City of West Covina,SGV,108235,30740,68,28401,364,336
2022-06-03,City of West Hollywood,W,36951,8842,15,23929,62,168
2022-06-03,City of Westlake Village,SFV,8359,306,3,3660,2,24
2022-06-03,City of Whittier,E,87431,24704,38,28255,338,387
2022-06-03,Los Angeles - Adams-Normandie,S,8202,2693,5,32833,18,219
2022-06-03,Los Angeles - Alsace,W,12445,3707,10,29787,23,185
2022-06-03,Los Angeles - Angeles National Forest,AV,40,6,0,15000,0,0
2022-06-03,Los Angeles - Angelino Heights,MLA,2502,674,0,26938,8,320
2022-06-03,Los Angeles - Arleta,SFV,34370,14050,22,40879,134,390
2022-06-03,Los Angeles - Atwater Village,MLA,14666,3833,4,26135,35,239
2022-06-03,Los Angeles - Baldwin Hills,S,31125,7952,12,25549,109,350
2022-06-03,Los Angeles - Bel Air,W,8429,1744,5,20690,5,59
2022-06-03,Los Angeles - Beverly Crest,W,12525,2642,10,21094,9,72
2022-06-03,Los Angeles - Beverlywood,W,13173,3317,5,25180,4,30
2022-06-03,Los Angeles - Boyle Heights,MLA,86884,34108,38,39257,372,428
2022-06-03,Los Angeles - Brentwood,W,30955,6446,26,20824,27,87
2022-06-03,Los Angeles - Brookside,MLA,581,114,0,19621,2,344
2022-06-03,Los Angeles - Cadillac-Corning,W,7121,1952,5,27412,14,197
2022-06-03,Los Angeles - Canoga Park,SFV,65288,20960,27,32103,209,320
2022-06-03,Los Angeles - Carthay,MLA,14363,3243,7,22579,89,620
2022-06-03,Los Angeles - Central,MLA,38992,15132,14,38808,159,408
2022-06-03,Los Angeles - Century City,W,12792,2699,15,21099,16,125
2022-06-03,Los Angeles - Century Palms/Cove,S,33766,13744,8,40704,132,391
2022-06-03,Los Angeles - Chatsworth,SFV,37061,10040,25,27090,120,324
2022-06-03,Los Angeles - Cheviot Hills,W,9171,1925,4,20990,10,109
2022-06-03,Los Angeles - Chinatown,MLA,8021,2113,9,26343,19,237
2022-06-03,Los Angeles - Cloverdale/Cochran,MLA,14553,4258,8,29259,30,206
2022-06-03,Los Angeles - Country Club Park,MLA,15153,3868,4,25526,89,587
2022-06-03,Los Angeles - Crenshaw District,S,13829,4194,6,30328,47,340
2022-06-03,Los Angeles - Crestview,W,11368,3076,5,27058,52,457
2022-06-03,Los Angeles - Del Rey,W,29936,6550,16,21880,43,144
2022-06-03,Los Angeles - Downtown,MLA,27507,12758,48,46381,68,247
2022-06-03,Los Angeles - Eagle Rock,MLA,39588,10154,20,25649,148,374
2022-06-03,Los Angeles - East Hollywood,MLA,29287,7711,14,26329,155,529
2022-06-03,Los Angeles - Echo Park,MLA,14256,3614,9,25351,26,182
2022-06-03,Los Angeles - El Sereno,MLA,41808,13867,27,33168,141,337
2022-06-03,Los Angeles - Elysian Park,MLA,5712,1463,2,25613,6,105
