date,location,region,population,cases,casechange,caserate,deaths,deathrate
2022-06-03,Los Angeles - Elysian Valley,MLA,10171,2895,10,28463,33,324
2022-06-03,Los Angeles - Encino,SFV,45172,11402,39,25241,90,199
2022-06-03,Los Angeles - Exposition Park,S,44916,15063,26,33535,105,234
2022-06-03,Los Angeles - Exposition,S,3326,1023,2,30758,8,241
2022-06-03,Los Angeles - Faircrest Heights,MLA,3600,963,5,26750,6,167
2022-06-03,Los Angeles - Figueroa Park Square,S,8721,3115,4,35718,38,436
2022-06-03,Los Angeles - Florence-Firestone,S,47446,19875,23,41891,156,329
2022-06-03,Los Angeles - Glassell Park,MLA,31604,8564,20,27098,71,225
2022-06-03,Los Angeles - Gramercy Place,S,10764,3311,2,30760,42,390
2022-06-03,Los Angeles - Granada Hills,SFV,58191,17030,46,29266,252,433
2022-06-03,Los Angeles - Green Meadows,S,21505,8735,11,40618,64,298
2022-06-03,Los Angeles - Hancock Park,MLA,17039,3720,9,21832,11,65
2022-06-03,Los Angeles - Harbor City,SB,29071,7420,16,25525,51,175
2022-06-03,Los Angeles - Harbor Gateway,SB,43600,12691,19,29108,103,236
2022-06-03,Los Angeles - Harbor Pines,SB,2409,477,1,19801,3,125
2022-06-03,Los Angeles - Harvard Heights,MLA,18035,5332,5,29565,80,444
2022-06-03,Los Angeles - Harvard Park,S,37935,15361,18,40493,129,340
2022-06-03,Los Angeles - Highland Park,MLA,48391,13751,39,28416,140,289
2022-06-03,Los Angeles - Historic Filipinotown,MLA,13870,4465,2,32192,91,656
2022-06-03,Los Angeles - Hollywood Hills,MLA,29435,5903,24,20055,31,105
2022-06-03,Los Angeles - Hollywood,MLA,68254,17243,36,25263,114,167
2022-06-03,Los Angeles - Hyde Park,S,28541,9602,17,33643,113,396
2022-06-03,Los Angeles - Jefferson Park,S,8073,2625,8,32516,21,260
2022-06-03,Los Angeles - Koreatown,MLA,51692,13569,26,26249,150,290
2022-06-03,Los Angeles - Lafayette Square,MLA,4559,1316,7,28866,11,241
2022-06-03,Los Angeles - Lake Balboa,SFV,42206,12923,27,30619,92,218
2022-06-03,Los Angeles - Lakeview Terrace,SFV,13133,4766,8,36290,47,358
2022-06-03,Los Angeles - Leimert Park,S,15235,4506,5,29577,32,210
2022-06-03,Los Angeles - Lincoln Heights,MLA,32597,10529,20,32301,213,653
2022-06-03,Los Angeles - Little Armenia,MLA,8025,2523,0,31439,113,1408
2022-06-03,Los Angeles - Little Bangladesh,MLA,28343,7189,23,25364,39,138
2022-06-03,Los Angeles - Little Tokyo,MLA,3133,1154,7,36834,14,447
2022-06-03,Los Angeles - Longwood,MLA,4304,1403,3,32598,14,325
2022-06-03,Los Angeles - Los Feliz,MLA,21608,4344,14,20104,35,162
2022-06-03,Los Angeles - Manchester Square,SB,8536,2517,7,29487,22,258
2022-06-03,Los Angeles - Mandeville Canyon,W,3124,600,3,19206,1,32
2022-06-03,Los Angeles - Mar Vista,W,42471,8172,23,19241,46,108
2022-06-03,Los Angeles - Marina Peninsula,W,4360,758,2,17385,5,115
2022-06-03,Los Angeles - Melrose,MLA,77696,21388,38,27528,260,335
2022-06-03,Los Angeles - Mid-city,MLA,15030,3704,5,24644,53,353
2022-06-03,Los Angeles - Miracle Mile,MLA,17985,3819,7,21234,22,122
2022-06-03,Los Angeles - Mission Hills,SFV,24124,9782,7,40549,152,630
2022-06-03,Los Angeles - Mt. Washington,MLA,24145,6703,11,27761,75,311
2022-06-03,Los Angeles - North Hills,SFV,61576,20801,26,33782,192,312
2022-06-03,Los Angeles - North Hollywood,SFV,151422,48421,73,31978,483,319
2022-06-03,Los Angeles - Northridge,SFV,69796,20291,37,29071,218,312
2022-06-03,Los Angeles - Pacific Palisades,W,21291,3889,17,18266,17,80
2022-06-03,Los Angeles - Pacoima,SFV,76979,32906,40,42747,285,370
2022-06-03,Los Angeles - Palisades Highlands,W,3846,734,4,19085,2,52
2022-06-03,Los Angeles - Palms,W,43877,8952,39,20402,78,178
2022-06-03,Los Angeles - Panorama City,SFV,75251,27912,40,37092,333,443
2022-06-03,Los Angeles - Park La Brea,MLA,13580,2491,11,18343,3,22
2022-06-03,Los Angeles - Pico-Union,MLA,41842,14208,19,33956,284,679
2022-06-03,Los Angeles - Playa Del Rey,W,3196,457,1,14299,4,125
2022-06-03,Los Angeles - Playa Vista,W,10947,2598,8,23733,14,128
2022-06-03,Los Angeles - Porter Ranch,SFV,35589,8005,26,22494,62,174
2022-06-03,Los Angeles - Rancho Park,W,6560,1651,1,25168,2,30
2022-06-03,Los Angeles - Regent Square,W,2780,692,2,24892,4,144
2022-06-03,Los Angeles - Reseda Ranch,SFV,4636,1476,1,31838,6,129
2022-06-03,Los Angeles - Reseda,SFV,76617,25731,37,33584,367,479
2022-06-03,Los Angeles - Reynier Village,W,4228,940,1,22233,3,71
2022-06-03,Los Angeles - San Pedro,SB,78039,20758,58,26600,178,228
2022-06-03,Los Angeles - Shadow Hills,SFV,4442,1029,1,23165,8,180
2022-06-03,Los Angeles - Sherman Oaks,SFV,87253,20884,56,23935,153,175
2022-06-03,Los Angeles - Silverlake,MLA,44083,10555,36,23943,146,331
2022-06-03,Los Angeles - South Carthay,MLA,10595,2484,6,23445,10,94
2022-06-03,Los Angeles - South Park,S,37961,15138,12,39878,127,335
2022-06-03,Los Angeles - St Elmo Village,MLA,4584,1582,2,34511,46,1003
2022-06-03,Los Angeles - Studio City,SFV,22440,5232,17,23316,59,263
2022-06-03,Los Angeles - Sun Valley,SFV,52483,19382,15,36930,195,372
2022-06-03,Los Angeles - Sunland,SFV,20408,5362,7,26274,80,392
2022-06-03,Los Angeles - Sycamore Square,SFV,647,136,0,21020,2,309
2022-06-03,Los Angeles - Sylmar,SFV,82397,34847,50,42291,315,382
2022-06-03,Los Angeles - Tarzana,SFV,30876,8199,17,26555,103,334
2022-06-03,Los Angeles - Temple-Beaudry,MLA,39481,11527,24,29196,134,339
2022-06-03,Los Angeles - Thai Town,MLA,9809,2355,7,24009,39,398
2022-06-03,Los Angeles - Toluca Lake,SFV,8704,1886,8,21668,11,126
2022-06-03,Los Angeles - Toluca Terrace,SFV,1306,377,3,28867,10,766
2022-06-03,Los Angeles - Toluca Woods,SFV,1858,374,4,20129,0,0
2022-06-03,Los Angeles - Tujunga,SFV,27810,7082,6,25466,95,342
2022-06-03,Los Angeles - University Hills,SGV,3429,746,0,21756,4,117
2022-06-03,Los Angeles - University Park,S,27456,9746,14,35497,76,277
2022-06-03,Los Angeles - Valley Glen,SFV,30016,9170,16,30550,98,326
2022-06-03,Los Angeles - Valley Village,SFV,24720,6520,24,26375,95,384
2022-06-03,Los Angeles - Van Nuys,SFV,93193,31458,46,33755,426,457
2022-06-03,Los Angeles - Venice,W,33885,7273,8,21464,30,89
2022-06-03,Los Angeles - Vermont Knolls,S,17200,6318,6,36733,76,442
2022-06-03,Los Angeles - Vermont Square,S,7657,3208,1,41896,36,470
2022-06-03,Los Angeles - Vermont Vista,S,41186,15859,6,38506,128,311
2022-06-03,Los Angeles - Vernon Central,S,51998,22142,25,42582,197,379
2022-06-03,Los Angeles - Victoria Park,MLA,8399,2377,2,28301,18,214
2022-06-03,Los Angeles - View Heights,S,3694,809,3,21900,9,244
2022-06-03,Los Angeles - Watts,S,42674,16623,9,38953,138,323
2022-06-03,Los Angeles - Wellington Square,MLA,4915,1481,1,30132,13,264
2022-06-03,Los Angeles - West Adams,MLA,27630,9083,11,32874,176,637
2022-06-03,Los Angeles - West Hills,SFV,40545,9508,22,23450,142,350
2022-06-03,Los Angeles - West Los Angeles,W,37636,8520,35,22638,70,186
2022-06-03,Los Angeles - West Vernon,S,53643,20992,28,39132,240,447
2022-06-03,Los Angeles - Westchester,W,51603,9979,29,19338,67,130
2022-06-03,Los Angeles - Westlake,MLA,59354,17649,28,29735,360,607
2022-06-03,Los Angeles - Westwood,W,54109,12455,80,23018,40,74
2022-06-03,Los Angeles - Wholesale District,MLA,36129,16819,54,46553,137,379
2022-06-03,Los Angeles - Wilmington,SB,56487,19944,40,35307,134,237
2022-06-03,Los Angeles - Wilshire Center,MLA,50170,13615,36,27138,148,295
2022-06-03,Los Angeles - Winnetka,SFV,51785,16051,34,30995,123,238
2022-06-03,Los Angeles - Woodland Hills,SFV,68056,15870,39,23319,118,173
2022-06-03,Unincorporated - Acton,AV,7971,1576,2,19772,17,213
2022-06-03,Unincorporated - Agua Dulce,AV,4158,811,2,19505,6,144
2022-06-03,Unincorporated - Altadena,SGV,43620,8891,9,20383,99,227
2022-06-03,Unincorporated - Anaverde,AV,1508,334,0,22149,1,66
2022-06-03,Unincorporated - Angeles National Forest,AV,1245,76,0,6104,1,80
2022-06-03,Unincorporated - Arcadia,SGV,7981,1554,1,19471,19,238
2022-06-03,Unincorporated - Athens Village,S,4897,2357,4,48132,39,796
2022-06-03,Unincorporated - Athens-Westmont,S,42442,14676,6,34579,154,363
2022-06-03,Unincorporated - Avocado Heights,SGV,6775,2289,2,33786,21,310
2022-06-03,Unincorporated - Azusa,SGV,15923,5076,4,31878,52,327
2022-06-03,Unincorporated - Bassett,SGV,14817,4934,4,33300,55,371
2022-06-03,Unincorporated - Bouquet Canyon,SFV,1073,156,0,14539,2,186
2022-06-03,Unincorporated - Bradbury,SGV,108,72,0,66667,26,24074
2022-06-03,Unincorporated - Canyon Country,SFV,7728,2764,4,35766,9,116
2022-06-03,Unincorporated - Castaic,SFV,27191,8012,10,29466,31,114
2022-06-03,Unincorporated - Cerritos,E,587,149,0,25383,2,341
2022-06-03,Unincorporated - Charter Oak,SGV,20,2,0,10000,0,0
2022-06-03,Unincorporated - Claremont,SGV,702,105,1,14957,5,712
2022-06-03,Unincorporated - Covina (Charter Oak),SGV,13144,3757,13,28583,26,198
2022-06-03,Unincorporated - Covina,SGV,16819,4988,4,29657,57,339
2022-06-03,Unincorporated - Del Aire,SB,4393,959,2,21830,4,91
2022-06-03,Unincorporated - Del Rey,W,318,101,0,31761,1,314
2022-06-03,Unincorporated - Del Sur,AV,2415,564,0,23354,3,124
2022-06-03,Unincorporated - Desert View Highlands,AV,2493,765,2,30686,13,521
2022-06-03,Unincorporated - Duarte,SGV,4428,1559,4,35208,14,316
2022-06-03,Unincorporated - East Covina,SGV,329,76,0,23100,1,304
2022-06-03,Unincorporated - East La Mirada,E,5292,1263,7,23866,13,246
2022-06-03,Unincorporated - East Lancaster,AV,114,43,0,37719,0,0
2022-06-03,Unincorporated - East Los Angeles,E,125268,49255,50,39319,538,429
2022-06-03,Unincorporated - East Pasadena,SGV,6403,335,0,5232,11,172
2022-06-03,Unincorporated - East Rancho Dominguez,S,15308,5163,4,33727,63,412
2022-06-03,Unincorporated - East Whittier,E,5306,1130,1,21297,10,188
2022-06-03,Unincorporated - El Camino Village,SB,8791,1949,1,22170,16,182
2022-06-03,Unincorporated - El Monte,SGV,145,51,0,35172,0,0
2022-06-03,Unincorporated - Elizabeth Lake,AV,1661,216,1,13004,1,60
2022-06-03,Unincorporated - Florence-Firestone,S,64705,26830,19,41465,260,402
2022-06-03,Unincorporated - Franklin Canyon,MLA,12,1,0,8333,0,0
2022-06-03,Unincorporated - Glendora,SGV,660,170,1,25758,3,455
2022-06-03,Unincorporated - Hacienda Heights,SGV,55925,12405,24,22181,134,240
2022-06-03,Unincorporated - Harbor Gateway,S,1,4,0,400000,0,0
2022-06-03,Unincorporated - Hawthorne,SB,2514,621,2,24702,5,199
2022-06-03,Unincorporated - Hi Vista,AV,1098,138,0,12568,2,182
2022-06-03,Unincorporated - Kagel/Lopez Canyons,SFV,1412,548,0,38810,3,212
2022-06-03,Unincorporated - La Crescenta-Montrose,SFV,19802,3134,6,15827,24,121
2022-06-03,Unincorporated - La Habra Heights,E,676,17,0,2515,1,148
2022-06-03,Unincorporated - La Rambla,SGV,2075,623,0,30024,25,1205
2022-06-03,Unincorporated - La Verne,SGV,2040,531,0,26029,2,98
2022-06-03,Unincorporated - Ladera Heights,W,7071,1401,2,19813,18,255
2022-06-03,Unincorporated - Lake Hughes,AV,668,158,1,23653,1,150
2022-06-03,Unincorporated - Lake Los Angeles,AV,12994,3493,2,26882,27,208
2022-06-03,Unincorporated - Lake Manor,SFV,1643,364,0,22155,2,122
2022-06-03,Unincorporated - Lakewood,E,114,1,0,877,0,0
2022-06-03,Unincorporated - Lennox,SB,22542,6558,5,29092,67,297
2022-06-03,Unincorporated - Leona Valley,AV,1751,266,0,15191,5,286
2022-06-03,Unincorporated - Littlerock,AV,4021,1218,0,30291,9,224
2022-06-03,Unincorporated - Littlerock/Juniper Hills,AV,1297,282,0,21742,4,308
2022-06-03,Unincorporated - Littlerock/Pearblossom,AV,3569,1064,1,29812,14,392
2022-06-03,Unincorporated - Llano,AV,877,104,1,11859,2,228
2022-06-03,Unincorporated - Marina del Rey,W,9411,1873,6,19902,4,43
2022-06-03,Unincorporated - Miracle Mile,MLA,0,0,0,0,0,0
2022-06-03,Unincorporated - Monrovia,SGV,3881,913,1,23525,4,103
2022-06-03,Unincorporated - Newhall,SFV,220,88,0,40000,1,455
2022-06-03,Unincorporated - North Lancaster,AV,1198,346,0,28881,4,334
2022-06-03,Unincorporated - North Whittier,W,8360,2497,1,29868,34,407
2022-06-03,Unincorporated - Northeast San Gabriel,SGV,24036,4383,5,18235,51,212
2022-06-03,Unincorporated - Padua Hills,SGV,215,28,0,13023,0,0
2022-06-03,Unincorporated - Palmdale,AV,842,218,0,25891,5,594
2022-06-03,Unincorporated - Palos Verdes Peninsula,SB,621,73,0,11755,0,0
2022-06-03,Unincorporated - Pearblossom/Llano,AV,1956,331,1,16922,3,153
2022-06-03,Unincorporated - Pellissier Village,SGV,619,310,1,50081,1,162
2022-06-03,Unincorporated - Placerita Canyon,SGV,460,15,0,3261,0,0
2022-06-03,Unincorporated - Pomona,SGV,1938,145,0,7482,3,155
2022-06-03,Unincorporated - Quartz Hill,AV,12906,3210,7,24872,36,279
2022-06-03,Unincorporated - Rancho Dominguez,S,2661,975,2,36640,6,225
2022-06-03,Unincorporated - Roosevelt,S,931,224,0,24060,2,215
2022-06-03,Unincorporated - Rosewood,S,1286,401,0,31182,6,467
2022-06-03,Unincorporated - Rosewood/East Gardena,S,1193,426,0,35708,6,503
2022-06-03,Unincorporated - Rosewood/West Rancho Dominguez,S,3361,1116,2,33204,18,536
2022-06-03,Unincorporated - Rowland Heights,SGV,51023,9343,23,18312,107,210
2022-06-03,Unincorporated - San Clemente Island,SB,0,0,0,0,0,0
2022-06-03,Unincorporated - San Francisquito Canyon/Bouquet Canyon,SFV,858,36,0,4196,0,0
2022-06-03,Unincorporated - San Jose Hills,SGV,20221,6561,5,32446,97,480
2022-06-03,Unincorporated - San Pasqual,SGV,2035,67,0,3292,1,49
2022-06-03,Unincorporated - Sand Canyon,AV,308,49,0,15909,0,0
2022-06-03,Unincorporated - Santa Catalina Island,SB,267,655,1,245318,5,1873
2022-06-03,Unincorporated - Santa Monica Mountains,W,18621,3079,12,16535,19,102
2022-06-03,Unincorporated - Saugus,SFV,155,338,0,218065,1,645
2022-06-03,Unincorporated - Saugus/Canyon Country,SFV,356,96,0,26966,1,281
2022-06-03,Unincorporated - South Antelope Valley,AV,455,95,1,20879,1,220
2022-06-03,Unincorporated - South El Monte,SGV,1795,632,0,35209,6,334
2022-06-03,Unincorporated - South San Gabriel,SGV,8848,2137,17,24152,56,633
2022-06-03,Unincorporated - South Whittier,SGV,59222,17704,19,29894,189,319
2022-06-03,Unincorporated - Southeast Antelope Valley,AV,781,192,0,24584,1,128
2022-06-03,Unincorporated - Stevenson Ranch,SFV,20966,4470,10,21320,15,72
2022-06-03,Unincorporated - Sun Village,AV,6036,1841,0,30500,19,315
2022-06-03,Unincorporated - Sunrise Village,SGV,1296,427,0,32948,2,154
2022-06-03,Unincorporated - Twin Lakes/Oat Mountain,SFV,1658,332,1,20024,4,241
2022-06-03,Unincorporated - Val Verde,AV,3309,885,1,26745,3,91
2022-06-03,Unincorporated - Valencia,SFV,3072,739,5,24056,2,65
2022-06-03,Unincorporated - Valinda,SGV,23371,7704,8,32964,98,419
2022-06-03,Unincorporated - View Park/Windsor Hills,S,11635,2710,8,23292,22,189
2022-06-03,Unincorporated - Walnut Park,S,16143,6280,5,38902,65,403
2022-06-03,Unincorporated - West Antelope Valley,AV,1511,137,0,9067,2,132
2022-06-03,Unincorporated - West Carson,SB,22086,5915,15,26782,167,756
2022-06-03,Unincorporated - West Chatsworth,SFV,12,4,0,33333,0,0
2022-06-03,Unincorporated - West LA,W,952,613,0,64391,21,2206
2022-06-03,Unincorporated - West Puente Valley,SGV,9835,3306,5,33615,37,376
2022-06-03,Unincorporated - West Rancho Dominguez,S,1359,401,0,29507,9,662
2022-06-03,Unincorporated - West Whittier/Los Nietos,E,26925,8523,11,31655,111,412
2022-06-03,Unincorporated - Westfield/Academy Hills,TBD,1300,182,1,14000,0,0
2022-06-03,Unincorporated - Westhills,SFV,839,136,0,16210,1,119
2022-06-03,Unincorporated - White Fence Farms,AV,3683,742,1,20147,9,244
2022-06-03,Unincorporated - Whittier Narrows,E,12,65,0,541667,1,8333
2022-06-03,Unincorporated - Whittier,SGV,3784,773,2,20428,10,264
2022-06-03,Unincorporated - Willowbrook,S,34913,14021,7,40160,133,381
2022-06-03,Unincorporated - Wiseburn,SB,6027,1503,1,24938,15,249
2022-06-03,age 0 to 4,,0,86821,120
2022-06-03,age 12 to 17,,0,246475,472
2022-06-03,age 18 to 29,,0,629740,1094
2022-06-03,age 30 to 49,,0,903775,1589
2022-06-03,age 5 to 11,,0,251456,440
2022-06-03,age 50 to 64,,0,467749,728
2022-06-03,age 65 to 79,,0,183069,316
2022-06-03,age over 80,,0,59157,79
2022-06-06,City of Agoura Hills,SFV,20883,4748,96,22736,22,105
2022-06-06,City of Alhambra,SGV,86725,18428,134,21249,258,297
2022-06-06,City of Arcadia,SGV,57755,9006,86,15594,167,289
2022-06-06,City of Artesia,E,16795,4422,24,26329,88,524
2022-06-06,City of Avalon,SB,3869,64,0,1654,0,0
2022-06-06,City of Azusa,SGV,50039,14242,58,28461,159,318
2022-06-06,City of Baldwin Park,SGV,76768,23650,82,30807,390,508
2022-06-06,City of Bell Gardens,E,43071,14447,37,33542,140,325
2022-06-06,City of Bell,E,36332,14326,60,39431,144,396
2022-06-06,City of Bellflower,E,77734,24224,65,31162,264,340
2022-06-06,City of Beverly Hills,W,34519,9179,52,26590,44,127
2022-06-06,City of Bradbury,SGV,1069,67,0,6268,0,0
2022-06-06,City of Burbank,SFV,107179,24546,172,22902,327,305
2022-06-06,City of Calabasas,SFV,24323,4446,29,18279,38,156
2022-06-06,City of Carson,SB,93847,27178,174,28960,324,345
2022-06-06,City of Cerritos,E,50068,9242,100,18459,85,170
2022-06-06,City of Claremont,SGV,36485,7599,41,20828,84,230
2022-06-06,City of Commerce,E,13069,4650,11,35580,47,360
2022-06-06,City of Compton,S,99905,33887,87,33920,329,329
2022-06-06,City of Covina,SGV,49032,15297,61,31198,205,418
2022-06-06,City of Cudahy,E,24347,10294,34,42280,81,333
2022-06-06,City of Culver City,W,39865,8390,65,21046,135,339
2022-06-06,City of Diamond Bar,SGV,57515,9983,96,17357,109,190
2022-06-06,City of Downey,E,114264,37349,142,32687,382,334
2022-06-06,City of Duarte,SGV,22016,5475,32,24868,121,550
2022-06-06,City of El Monte,SGV,117269,34071,109,29054,532,454
2022-06-06,City of El Segundo,SB,16786,3171,23,18891,14,83
2022-06-06,City of Gardena,E,61310,17262,105,28155,269,439
2022-06-06,City of Glendale,SFV,206496,47161,249,22839,881,427
2022-06-06,City of Glendora,SGV,52764,12444,65,23584,246,466
2022-06-06,City of Hawaiian Gardens,E,14676,4296,17,29272,30,204
2022-06-06,City of Hawthorne,SB,88787,23638,89,26623,277,312
2022-06-06,City of Hermosa Beach,SB,19670,3723,25,18927,12,61
2022-06-06,City of Hidden Hills,SFV,1890,305,4,16138,2,106
2022-06-06,City of Huntington Park,E,59483,22611,62,38012,217,365
2022-06-06,City of Industry,SGV,437,419,2,95881,6,1373
2022-06-06,City of Inglewood,SB,113581,30694,142,27024,390,343
2022-06-06,City of Irwindale,SGV,1459,554,2,37971,8,548
2022-06-06,City of La Canada Flintridge,SGV,20693,3356,20,16218,20,97
2022-06-06,City of La Habra Heights,E,5455,170,0,3116,2,37
2022-06-06,City of La Mirada,E,49599,11032,44,22242,184,371
2022-06-06,City of La Puente,SGV,40696,13094,37,32174,152,373
2022-06-06,City of La Verne,SGV,33281,7434,38,22336,81,243
2022-06-06,City of Lakewood,E,80362,20279,122,25235,171,213
2022-06-06,City of Lancaster,AV,161570,52433,180,32452,428,265
2022-06-06,City of Lawndale,SB,33614,8496,22,25275,72,214
2022-06-06,City of Lomita,SB,20729,4655,39,22456,58,280
2022-06-06,City of Lynwood,S,72047,25390,77,35241,294,408
2022-06-06,City of Malibu,W,12961,2356,11,18178,13,100
2022-06-06,City of Manhattan Beach,SB,36000,5714,48,15873,27,75
2022-06-06,City of Maywood,E,28049,10837,34,38636,105,374
2022-06-06,City of Monrovia,SGV,38801,8781,38,22631,105,271
2022-06-06,City of Montebello,E,64375,19958,90,31003,283,440
2022-06-06,City of Monterey Park,SGV,62262,12563,82,20178,234,376
2022-06-06,City of Norwalk,E,107622,34269,106,31842,471,438
2022-06-06,City of Palmdale,AV,158968,54592,151,34342,446,281
2022-06-06,City of Palos Verdes Estates,SB,13522,1705,10,12609,12,89
2022-06-06,City of Paramount,S,56024,19400,53,34629,211,377
2022-06-06,City of Pico Rivera,E,64284,21780,109,33881,334,520
2022-06-06,City of Pomona,SGV,155933,53510,143,34316,589,378
2022-06-06,City of Rancho Palos Verdes,SB,42747,5547,51,12976,83,194
2022-06-06,City of Redondo Beach,SB,68696,11468,110,16694,71,103
2022-06-06,City of Rolling Hills Estates,SB,8113,1115,9,13743,10,123
2022-06-06,City of Rolling Hills,SB,1940,213,0,10979,3,155
2022-06-06,City of Rosemead,SGV,55350,11472,75,20726,188,340
2022-06-06,City of San Dimas,SGV,34517,8552,44,24777,128,371
2022-06-06,City of San Fernando,SFV,24612,10810,44,43922,81,329
2022-06-06,City of San Gabriel,SGV,40955,8170,59,19949,245,598
2022-06-06,City of San Marino,SGV,13277,1682,26,12669,14,105
2022-06-06,City of Santa Clarita,SFV,220421,57597,338,26130,387,176
2022-06-06,City of Santa Fe Springs,E,18364,6564,15,35744,55,299
2022-06-06,City of Santa Monica,W,92445,19793,196,21410,247,267
2022-06-06,City of Sierra Madre,SGV,10989,1686,16,15343,22,200
2022-06-06,City of Signal Hill,E,11797,3036,15,25735,13,110
2022-06-06,City of South El Monte,SGV,20885,6731,15,32229,89,426
2022-06-06,City of South Gate,E,98155,39609,159,40354,315,321
2022-06-06,City of South Pasadena,SGV,26052,4568,30,17533,61,234
2022-06-06,City of Temple City,SGV,36456,6866,64,18834,150,411
2022-06-06,City of Torrance,SB,149269,25169,218,16862,303,203
2022-06-06,City of Vernon,E,209,319,1,152632,0,0
2022-06-06,City of Walnut,SGV,30532,5344,47,17503,46,151
2022-06-06,City of West Covina,SGV,108235,30882,142,28532,364,336
