School name,Cases among students and staff
"FERNANGELES EL",0
"FIGUEROA ST EL",0
"FISHBURN AVE EL",0
"FLEMING MS",1
"FLETCHER DR EL",0
"FLORENCE AVE EL",4
"FLOURNOY EL",2
"FORD BLVD EL",2
"FOSHAY LC",4
"FRANKLIN AVE EL",0
"FRANKLIN HS",5
"FREMONT SH",1
"FRIEDMAN OCC CTR",2
"FRIES AVE EL",2
"FROST MS",2
"FULLBRIGHT AVE EL",1
"FULTON COLLEGE PREP",1
"GAGE MS",3
"GAL KING SCH FOR STEM",0
"GARCETTI LA",1
"GARDEN GROVE EL",0
"GARDENA EEC",1
"GARDENA EL",0
"GARDENA SH",2
"GARDNER ST EL",2
"GARFIELD SH",2
"GARVANZA EL T/L MAG",1
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",0
"GERMAIN ACAD AA",2
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",0
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",2
"GLEN ALTA EL",0
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",1
"GLENWOOD EL",1
"GOMPERS MS",5
"GOMPERS MS UP MED MAG",0
"GRAHAM EEC",0
"GRAHAM EL",3
"GRANADA EL",2
"GRANADA HILLS CHT",0
"GRAND VW BL EL",6
"GRANT EEC",0
"GRANT EL",3
"GRANT SH",7
"GRAPE ST EL",3
"GRATTS EEC",0
"GRATTS LA FOR YS",1
"GREY HS",0
"GRIDLEY ST EL",1
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",1
"GRIFFITH MS STEAM MG",3
"GULF AVE EL",0
"HADDON AVE EEC",1
"HADDON AVE EL",3
"HALE CA",5
"HALLDALE EL",2
"HAMASAKI MED/SCI MAG",2
"HAMILTON SH",0
"HAMLIN CA",1
"HANCOCK PARK EL",1
"HARBOR CITY EL",0
"HARBOR OCC CTR",0
"HARDING ST EL",2
"HARMONY EL",2
"HARRISON ST EL",0
"HART ST EL",2
"HARTE PREP MS",0
"HARVARD EL",2
"HASKELL EL STEAM MAG",0
"HAWAIIAN AVE EEC",1
"HAWAIIAN AVE EL",3
"HAWKINS SH C/DAGS",3
"HAYNES CES",0
"HAZELTINE AVE EL",1
"HELIOTROPE AVE EL",2
"HENRY MS",3
"HERRICK AVE EL",0
"HESBY OAKS LEAD CHTR",1
"HIGHLAND PARK HS",0
"HILLCREST DR EL",3
"HILLSIDE EL",0
"HOBART BLVD EEC",0
"HOBART BLVD EL",3
"HOLLENBECK MS",3
"HOLLYWOOD EL",0
"HOLLYWOOD SH",3
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",1
"HOOPER AVE EEC",0
"HOOPER AVE EL",0
"HOOPER AVE PC",0
"HOOVER ST EL",2
"HOPE HS",1
"HOPE ST EL",4
"HUBBARD ST EL",0
"HUERTA EL",2
"HUGHES EL",4
"HUMPHREYS AVE EL",1
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",0
"HUNTNGTN PK SH",6
"HYDE PARK EEC",0
"INDEPENDENCE EL",1
"INDEPENDENCE HS",0
"INTERNATIONAL ST LC",1
"IRVING MS MME MAG",1
"ISAACS AVALON HS",0
"IVANHOE EL",0
"JEFFERSON SH",3
"JOHNSON STEM ACADEMY",0
"JONES EL",0
"JONES PC",1
"JORDAN SH",3
"JUSTICE ST ACAD CHTR",4
"KAHLO HS",2
"KENNEDY EL",1
"KENNEDY SH",5
"KENTER CANYON EC",0
"KENTWOOD EEC",0
"KENTWOOD EL",1
"KESTER AVE EL",2
"KIM ACADEMY",2
"KIM EL",0
"KING JR EL",0
"KING MS MAG FLM/MDIA",1
"KING-DREW SH MD/S MG",3
"KINGSLEY EL",0
"KITTRIDGE ST EL",3
"KNOLLWOOD PREP ACAD",1
"KNOX EL",3
"KORENSTEIN EL",0
"LA SALLE AVE EL",0
"LACES MAG",1
"LAFAYETTE PARK PC",0
"LAKE BALBOA CP K-12",2
"LAKE ST PRIMARY",0
"LANAI RD EL",3
"LANE EL",0
"LANGDON AVE EL",1
"LANKERSHIM EL",0
"LASSEN EL",0
"LATONA AVE EL",1
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",3
"LAWSON ACAD A/M/S EL",0
"LE CONTE MS",2
"LEAPWOOD EL",0
"LEE EL MED HLTH MAG",1
"LEGACY SH STEAM",1
"LEGACY SH VAPA",0
"LEICHMAN CPTC",0
"LELAND ST EL",0
"LEMAY ST EEC",0
"LEMAY ST EL",2
"LEWIS HS",0
"LEXINGTON AVE PC",0
"LIBERTY BLVD EL",4
"LIECHTY MS",3
"LIGGETT ST EL",1
"LILLIAN ST EL",0
"LIMERICK AVE EL",3
"LINCOLN SH",1
"LIZARRAGA EL",3
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",3
"LOCKWOOD AVE EL",0
"LOGAN ACADEMY",2
"LOGAN ST EEC",1
"LOKRANTZ SP ED CTR",1
"LOMA VISTA EL",2
"LOMITA EL M/S/T MAG",3
"LONDON HS",0
"LORENA ST EL",1
"LORETO ST EL",0
"LORNE ST EL",0
"LOS ANGELES ACAD MS",7
"LOS ANGELES EL",2
"LOS ANGELES SH",1
"LOS ANGELES TECH CTR",0
"LOS FELIZ STEMM MAG",2
"LOWMAN SP ED & CTC",2
"LOYOLA VILLG EL F/PAM",1
"MACARTHUR PK EL VAPA",0
"MACES MAG",2
"MACK EL",1
"MACLAY MS",2
"MADISON EL",0
"MADISON MS",4
"MAGNOLIA AVE EL",4
"MAGNOLIA SCI ACAD #2",0
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",0
"MAIN ST EL",4
"MALABAR ST EL",1
"MANCHESTER AVE EL",4
"MANHATTAN PLACE EL",1
"MANN UCLA COMM SCH",2
"MANUAL ARTS SH",3
"MAPLE PC",0
"MAR VISTA EL",0
"MARIANNA AVE EL",1
"MARINA DEL REY MS",2
"MARINA EEC",0
"MARIPOSA-NABI PC",0
"MARK TWAIN MS",0
"MARKHAM MS",3
"MARLTON SCHOOL",1
"MARQUEZ CHARTER",0
"MARQUEZ SH HPIAM",1
"MARQUEZ SH LIBRA",0
"MARQUEZ SH SOC JUS",1
"MARSHALL SH",3
"MARVIN EEC",0
"MARVIN EL",1
"MAYALL ST AC A/T MAG",0
"MAYBERRY ST EL",0
"MAYWOOD ACADEMY SH",0
"MAYWOOD EL",1
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",0
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",0
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",0
"MENDEZ SH",1
"MENLO AVE EL",2
"MERIDIAN EEC",0
"METROPOLITAN HS",0
"MEYLER ST EL",1
"MICHELTORENA ST EL",0
"MID-CITY PSES MAG",1
"MIDDLE COLLEGE HS",1
"MIDDLETON ST EL",2
"MIDDLETON ST PC",0
"MIKES EEC",1
"MILES AVE EEC",0
"MILES AVE EL",1
"MILLER CTC",1
"MILLER EL",3
"MILLIKAN MS AC & PAM",4
"MIRAMONTE EEC",2
"MIRAMONTE EL",4
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",3
"MONROE SH",1
"MONTARA AVE EL",3
"MONTE VISTA EEC",0
"MONTE VISTA ST EL",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",2
"MORNINGSIDE EL",3
"MOSK EL",1
"MOUNT GLEASON MS",0
"MOUNTAIN VIEW EL",4
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",0
"MULHOLLAND MS",3
"MULTNOMAH ST EL",0
"MURCHISON EEC",0
"MURCHISON ST EL",1
"NAPA ST EL",0
"NARBONNE SH",4
"NARBONNE SH HARTS LA",0
"NAVA COLLEGE PREP",2
"NAVA LEARNING ACADEMY",2
"NESTLE AVE CHARTER",2
"NEVADA AVE EL",0
"NEVIN AVE EL",3
"NEW ACAD CANOGA PARK",1
"NEWCASTLE EL",3
"NEWMARK HS",0
"NIGHTINGALE MS",0
"NIMITZ MS",3
"NO HOLLYWD SH",6
"NOBEL CMS",7
"NOBLE AVE EEC",0
"NOBLE AVE EL",0
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",2
"NORMONT EEC",0
"NORMONT EL",3
"NORTH VALLEY OCC CTR",1
"NORTHRIDGE ACAD SH",1
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",1
"NORWOOD ST EL",0
"NUEVA VISTA EL",0
"OBAMA EL",1
"OBAMA GLBL PREP ACAD",4
"OCHOA LC",3
"ODYSSEY HS",0
"OLIVE VISTA MS",6
"OLYMPIC PC",0
"O'MELVENY EL",0
"OPEN CHARTER MAG",0
"ORCHARD ACADEMIES 2B",3
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",1
"OSCEOLA ST EL",1
"OVERLAND AVE EL",1
"OWENSMOUTH HS",1
"OXNARD ST EL",0
"PACIFIC BLVD SCHOOL",0
"PACOIMA EEC",1
"PACOIMA MS",3
"PALISADES CEL",0
"PALISADES CHS",0
"PALMS EL",1
"PALMS MS",2
"PANORAMA CITY EL",0
"PANORAMA SH",4
"PARK AVE EL",0
"PARK WESTERN EEC",0
"PARK WSTN PL EL",1
"PARKS LC",2
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",5
"PARTHENIA AC ART TEC",0
"PASEO DEL REY EL MAG",0
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",1
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",0
"PIO PICO MS",0
"PLAINVIEW ACADEMC CA",2
"PLASENCIA EL",0
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",0
"PLUMMER EL",4
"POINDEXTER LAMOTTE EL",0
"POLITI EL",1
"POLYTECHNIC SH",4
"POMELO COMMUNITY CS",0
"PORTER MS",1
"PORTER RANCH SCHOOL",5
"PORTOLA CM",3
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",1
"PT FERMIN EL MR/S MG",4
"PUEBLO DE LA HS",0
"PURCHE AVE EL",1
"QUEEN ANNE PL EL",2
"RAMONA EL",0
"RAMONA HS",0
"RAMONA INFANT",0
"RANCHITO AVE EL",1
"RANCHO DOMNGZ PREP",3
"RAYMOND AVE EL",4
"REED MS",2
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",3
"RESEDA EL",1
"REVERE CMS",1
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",1
"RFK LA SH ARTS",1
"RFK NEW OPEN WLD",3
"RFK SCH VIS ARTS/HUM",0
"RFK UCLA COMM SCH",1
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",0
"RILEY HS CYESIS",0
"RIO VISTA EL",5
"RIORDAN PC",2
"RITTER EL",1
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",1
"RIVERA LC PERF ARTS",0
"RIVERA LC PUB SRV",1
"RIVERSIDE DR CS",0
"ROBERTI EEC",0
"ROCKDALE VAPA MAG",1
"RODIA HS",0
"ROGERS HS",0
"ROMER MS",6
"ROOSEVELT INFANT",0
"ROOSEVELT SH",4
"ROOSEVELT SH STM MAG",0
"ROSCOE EL",1
"ROSCOMARE RD EL",0
"ROSEMONT AVE EEC",1
"ROSEMONT AVE EL",1
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",0
"ROYBAL LC",0
"ROYBAL-ALLARD EL",1
"RUSSELL EL",2
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",1
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",1
"SAN FERNANDO MS",0
"SAN FERNANDO MS IAM",1
"SAN FERNANDO SH",3
"SAN GABRIEL AVE EL",2
"SAN JOSE ST EL",2
"SAN MIGUEL EL",4
"SAN PASCUAL STEAM MG",0
"SAN PEDRO SH",9
"SAN PEDRO ST EL",1
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",2
"SANTEE EC",2
"SATICOY EL",3
"SATURN ST EL",1
"SCIENCE AC STEM MAG",0
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",1
"SEPULVEDA MS",1
"SERRANIA AVE CES",6
"SHARP AVE EL",0
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",0
"SHERIDAN ST EL",2
"SHERMAN OAKS EL CS",0
"SHIRLEY AVE EL",0
"SHORT AVE EL",1
"SIERRA PARK EL",2
"SIERRA VISTA EL",3
"SLAWSON OCC CTR",1
"SOCES MAG",5
"SOLANO AVE EL",0
"SOLIS LA",0
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",0
"SOUTH EAST SH",3
"SOUTH GATE MS",2
"SOUTH GATE SH",5
"SOUTH PARK EL",6
"SOUTH SHORES EL PA MG",1
"SOUTHEAST MS",1
"STAGG ST EL",0
"STANFORD AVE EL",1
"STANFORD AVE PC",0
"STATE ST EEC",0
"STATE ST EL",1
"STERRY EL",0
"STEVENSON CCP",2
"STONEHURST STEAM MAG",1
"STONER AVE EL",1
"STONEY POINT HS",0
"STRATHERN ST EL",1
"SUN VALLEY MAG ET",2
"SUNLAND EL",0
"SUNNY BRAE AVE EL",5
"SUNRISE EL",0
"SUPERIOR ST EL",1
"SUTTER MS",3
"SYLMAR ACAD BH/E MAG",0
"SYLMAR CHS",5
"SYLMAR EL",1
"SYLMAR LDSHP ACAD",3
"SYLVAN PARK EEC",0
"SYLVAN PARK EL",0
"TAFT CHS",9
"TAPER AVE EL",3
"TARZANA EL",2
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",2
"THOREAU HS",0
"TOLAND WAY EL",0
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",2
"TOPANGA EL CS",0
"TOPEKA DR CAS",2
"TORRES ELA PA MAG",0
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",0
"TORRES RENAISSANCE",2
"TOWNE AVE EL",2
"TRINITY EEC",0
"TRINITY ST EL",1
"TULSA ST EL",2
"TWEEDY EL",0
"UNION AVE EL",0
"UNIVERSITY HS CHARTER",0
"UTAH ST EL",4
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",2
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",3
"VAN GOGH CHTR",4
"VAN NESS AVE EL",1
"VAN NUYS EL",1
"VAN NUYS MS",8
"VAN NUYS SH",2
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",2
"VAUGHN EEC",0
"VENA AVE EL",1
"VENICE SH",2
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",3
"VERMONT AVE EL",0
"VERNON CITY EL",0
"VICTORIA AVE EL",1
"VICTORY BLVD EL",1
"VIEW PARK CONTN HS",0
"VINE ST EEC",1
"VINE ST EL",0
"VINEDALE COLLEGE PRP",4
"VINTAGE EL M/S/T MAG",3
"VIRGIL MS",3
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",2
"VISTA MS",1
"VLADOVIC HARBOR TPA",1
"VOCES MAG",0
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",5
"WALGROVE AVE EL",1
"WALNUT PARK EL",2
"WALNUT PARK MS SJ/SL",0
"WALNUT PARK MS STEM",3
"WARNER AVE EL",2
"WASHINGTON PC",0
"WASHINGTON PREP SH",7
"WATERS EMP PREP CTR",3
"WEBSTER MS",0
"WEEMES EL",2
"WEIGAND AVE EL",1
"WELBY WAY CEL",2
"WESM HLTH/SPORTS MED",2
"WEST ADAMS PREP SH",2
"WEST ATHENS EL",0
"WEST HOLLYWOOD EL",1
"WEST VALLEY OCC CTR",0
"WEST VERNON AVE EL",0
"WESTERN AV TECH MAG",1
"WESTMINSTER AVE EEC",0
"WESTMINSTER MTES MAG",0
"WESTPORT HTS EL",1
"WESTSIDE GLBL AWR MAG",6
"WESTWOOD CEL",0
"WHITE EL",0
"WHITE MS",5
"WHITE POINT EL",0
"WHITMAN HS",1
"WIDNEY CPTC",0
"WILBUR CEA",3
"WILLENBERG SP ED CTR",0
"WILLOW EL",2
"WILMINGTON EEC",1
"WILMINGTON PARK EL",4
"WILMINGTON STEAM MAG",4
"WILSHIRE CREST EL",0
"WILSHIRE PARK EL",0
"WILSON SH",8
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",1
"WINDSOR HILLS EL MAG",3
"WINNETKA AVE EL",4
"WISDOM EL",4
"WONDERLAND AVE EL",1
"WOODCREST EL",1
"WOODEN HS",1
"WOODLAKE ECC",1
"WOODLAND HILLS ACAD",1
"WOODLAND HILLS CES",5
"WOODLAWN AVE EL",1
"WRIGHT ENG DES MAG",1
"YES ACADEMY",2
"YORKDALE EL",1
"YOUNG HS",0
"YTH OPP UNLTD ALT HS",1
