School name,Cases among students and staff
"BANCROFT GSTEAM MAG",0
"BANCROFT MS",1
"BANCROFT MS PA MG",1
"BANDINI ST EL",2
"BANDINI ST EL DTS",0
"BANNEKER CTC",0
"BANNING PA MAG",0
"BANNING SH",10
"BANNING SH CP MAG",0
"BANNING SH FF MAG",3
"BANNING SH STEAM MAG",2
"BARRETT EL",0
"BARRETT EL DTS",0
"BARTON HILL CSPP",0
"BARTON HILL EL",4
"BARTON HILL MSTEAM MG",3
"BASSETT EL MAT MAG",2
"BASSETT ST EL",4
"BASSETT ST EL DTS",0
"BEACHY AVE CSPP",0
"BEACHY AVE EL",5
"BECKFORD CES",3
"BEETHOVEN ST EL",0
"BELL AC2T",0
"BELL GIFTED/STEM MAG",0
"BELL SH",8
"BELLINGHAM EL",2
"BELMONT SH",0
"BELVEDERE EL",1
"BELVEDERE MS",3
"BELVEDERE MS M/C MAG",1
"BELVEDERE MS STEAM MG",0
"BERENDO MS",2
"BERNSTEIN SH",3
"BERNSTEIN SH CA/CT MG",0
"BERNSTEIN SH STEM",2
"BERTRAND AVE EL",3
"BETHUNE MS",4
"BETHUNE MS STM MAG",0
"BIRMINGHAM CHS",0
"BLDWN HLS GIFTED MAG",3
"BLYTHE ST EL",1
"BONITA ST EL",3
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR CSPP",0
"BRADDOCK DR EL",2
"BRADDOCK DR EL DTM",0
"BRADDOCK GIFTED MAG",0
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",1
"BRAVO SH MEDICAL MAG",2
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",2
"BRIDGE ST EL",0
"BRIDGES SCHOOL",8
"BRIGHT EL",2
"BROAD AVE CSPP",0
"BROAD AVE EL",5
"BROAD AVE EL DTS",1
"BROADACRES AV EL",5
"BROADACRES VAPA MAG",0
"BROADOUS EEC",0
"BROADOUS EL",4
"BROADOUS EL STM MAG",1
"BROADWAY EL",0
"BROADWAY EL DTM",1
"BROADWAY EL DTS",0
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AV EL STM MAG",4
"BRYSON AVE EL",2
"BUCHANAN EL DLC SP",0
"BUCHANAN EL STM MAG",1
"BUCHANAN ST EL",0
"BUDLONG AVE EL",3
"BURBANK BLVD EL",1
"BURBANK BLVD SPS",0
"BURBANK GIFTED/GL MG",1
"BURBANK MS A/T/C MAG",6
"BURBANK MS PA MAG",0
"BURKE HS",1
"BURROUGHS GIFTED MAG",9
"BURROUGHS MS",11
"BURTON ST EL",0
"BUSHNELL WAY CSPP",0
"BUSHNELL WAY DTS",0
"BUSHNELL WAY EL",0
"BYRD MS",5
"BYRD MS STM MAG",1
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",8
"CABRILLO EL STEAM MG",1
"CAHUENGA EL",1
"CAHUENGA EL DOS",0
"CAHUENGA EL DTK",1
"CALABASH CA",5
"CALAHAN ST EL",2
"CALVERT CES",2
"CALVERT SPS",0
"CAMELLIA AVE EL",1
"CAMELLIA EL DTS",0
"CANFIELD AVE EL",3
"CANOGA PARK EEC",0
"CANOGA PARK EL",3
"CANOGA PRK SH",3
"CANOGA PRK SH CAM MG",1
"CANOGA PRK SH EEVS MG",0
"CANTARA EL VAPA MAG",1
"CANTARA ST EL",1
"CANTERBURY AVE EL",3
"CANTERBURY GIFTED MAG",0
"CANYON CEL",2
"CAPISTRANO AVE EL",2
"CAPISTRANO SPS",0
"CARDENAS EL",3
"CARDENAS EL CSPP",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",0
"CARNEGIE MS MED MAG",1
"CAROLDALE LC",2
"CARPENTER COMM CHTR",4
"CARSON ACAD ED & EMP",4
"CARSON ACAD MED ARTS",1
"CARSON SH",8
"CARSON SH MEDIA MAG",2
"CARSON ST EL",8
"CARSON-GORE ACADEMY",2
"CARSON-GORE DTS",0
"CARTHAY EL ES MAG",2
"CARVER MS",2
"CASTELAR ST EEC",0
"CASTELAR ST EL",0
"CASTELAR ST EL DTM",0
"CASTLE HTS EL",0
"CASTLE HTS EL DWS",0
"CASTLEBAY LN CHTR",1
"CASTRO MS",0
"CATSKILL AVE EL",1
"CATSKILL AVE EL DTS",0
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",2
"CDS LONDON",1
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",3
"CHANDLER EL",1
"CHAPMAN EL",1
"CHAPMAN EL DTM",0
"CHARNOCK ROAD EL",1
"CHASE ST EEC",1
"CHASE ST EL",3
"CHATSWORTH CHS",4
"CHATSWORTH GSTEAM MG",0
"CHATSWORTH UP/CD MAG",2
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",2
"CHAVEZ LA ASE",2
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",3
"CHEREMOYA AVE EL",0
"CHEREMOYA AVE SPS",0
"CHEVIOT HILLS HS",0
"CIENEGA EL",4
"CIENEGA EL DTS",1
"CIMARRON AVE EL",1
"CIMARRON EL STEAM MAG",3
"CITY OF ANGELS",0
"CITY OF ANGELS VA #1",0
"CITY OF ANGELS VA #2",1
"CITY OF ANGELS VA #3",2
"CITY OF ANGELS VA #4",0
"CITY OF ANGELS VA #5",0
"CITY OF ANGELS VA #6",0
"CITY TERRACE DTM",0
"CITY TERRACE EL",0
"CLEVELAND CHS",7
"CLEVELAND CHS HUM MG",4
"CLEVELAND EEC",0
"CLEVELAND GMS MAG",1
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",0
"CLOVER AVE EL",1
"COCHRAN MS",1
"COEUR D ALENE AVE EL",2
"COHASSET ST EL",0
"COHASSET ST EL DOS",1
"COLDWATER CYN DTS",0
"COLDWATER CYN EL",3
"COLFAX CEL",0
"COLISEUM ST CSPP",0
"COLISEUM ST EL",1
"COLLINS EEC",0
"COLUMBUS AVE EL",5
"COLUMBUS MS",0
"COLUMBUS MS MAC MAG",0
"COLUMBUS MS MMS MAG",1
"COMMONWLTH AV GAT MG",0
"COMMONWLTH AVE EL",2
"COMMUNITY EL MAG CS",1
"COMPTON AVE EL",2
"CONTRERAS LC ALC",1
"CONTRERAS LC BUS TR",2
"CONTRERAS LC GLBL ST",1
"CONTRERAS LC SOC JUS",2
"CORONA AVE EL",2
"CORONA AVE EL PKFLP",0
"CORTINES SCH OF VAPA",2
"COUGHLIN EL",6
"COUGHLIN SPS",0
"COWAN AVE EL",0
"COWAN AVE EL DWS",0
"COWAN GIFTED/IH MAG",0
"CRENSHAW ARTS TECH",1
"CRENSHAW MAG STEMM",5
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",2
"CRESTWOOD ST STEAM MG",4
"CRUZ EEC",0
"CTC - WEST",0
"CURTISS MS",2
"CURTISS MS STEAM MAG",1
"DACOTAH EEC",0
"DAHLIA HTS EL",1
"DANA MS",8
"DANA MS STEAM MAG",3
"DANUBE AVE EL",1
"DARBY AVE EL",4
"DAYTON EEC",3
"DAYTON HEIGHTS EL",1
"DAYTON HEIGHTS UES MG",1
"DBM",4
"DE LA TORRE JR EL",1
"DE LA TORRE JR LAUP",1
"DE LA TORRE STEAM MG",0
"DEARBORN EL CA",6
"DEL AMO EL",0
"DEL OLMO EL",2
"DELEVAN DRIVE EL",0
"DENA EL",0
"DENKER AVE EL",5
"DENKER AVE EL DTK",0
"DIXIE CYN CC",3
"DODSON MS",1
"DODSON MS GIFTED MAG",5
"DODSON MS VAPA MAG",1
"DOLORES ST EEC",1
"DOLORES ST EL",3
"DOMINGUEZ EL",1
"DOMINGUEZ EL DTS",2
"DORRIS PLACE EL",1
"DORRIS PLACE SPS",0
"DORSEY SH",5
"DORSEY SH FEMS MAG",0
"DORSEY SH STM MAG",0
"DORSEY SM/L MAG",0
"DOWNTOWN CS/DMA/E MG",0
"DREW MS",4
"DREW MS GIFTED MAG",0
"DREW MS UP PBLC SRVC",1
"DYER ST EL",8
"DYMALLY SH",3
"DYMALLY SH BMS/R MAG",0
"EAGLE ROCK EL",2
"EAGLE ROCK EL HG MAG",0
"EAGLE ROCK HS",2
"EAGLE TREE CONTN HS",0
"EARHART HS",1
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",3
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",0
"EASTMAN AVE EL DTS&D",0
"EASTSIDE LC AC2T",0
"EDISON MS",3
"EGL RCK EL GIFTED MG",1
"EGL RCK HS GIFTED MG",1
"EINSTEIN HS",1
"EL DORADO AVE EL",3
"EL ORO WAY CES",6
"EL SERENO EEC",0
"EL SERENO EL",1
"EL SERENO GIFTED MAG",0
"EL SERENO MS",0
"EL SERENO MS ESH MAG",1
"EL SERENO SPS",0
"EL SERENO STM MAG",0
"ELA OCC CENTER AC2T",0
"ELA OCC CTR",1
"ELA SKILLS CTR AC2T",0
"ELEMENTARY CDS",0
"ELIZABETH LC",3
"ELIZABETH LC DTA",0
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",1
"EMELITA ST EL",3
"EMERSON CC",0
"ENADIA WAY",0
"ENCINO CEL",0
"ERWIN EL",2
"ESCALANTE EEC",1
"ESCALANTE EL",2
"ESCUTIA CSPP",0
"ESCUTIA PC",0
"ESHELMAN AVE EL",2
"ESPERANZA EL",6
"ESTRELLA EEC",0
"ESTRELLA EL",0
"EUCLID AVE EL",1
"EUCLID AVE EL DTS",4
"EUCLID EL GSTEAM MAG",0
"EVANS CAS",1
"EVERGREEN AVE EEC",1
"EVERGREEN AVE EL",4
"EVERGREEN HS",1
"FAIR AVE EEC",0
"FAIR AVE EL",3
"FAIRBURN AVE EL",3
"FAIRFAX SH",0
"FAIRFAX SH PA MAG",2
"FAIRFAX SH VA MAG",0
"FARMDALE EL",0
"FARMDALE EL DOS",0
"FERNANGELES DTS&DOS",0
"FERNANGELES EL",1
"FERNANGELES SPS",0
"FIGUEROA ST EL",5
"FISHBURN AVE EL",0
"FISHBURN AVE EL DTS",0
"FLEMING MS",7
"FLEMING MS STM MAG",0
"FLETCHER DR EL",0
"FLETCHER DR STEAM MG",0
"FLORENCE AVE EL",2
"FLORENCE AVE EL DTS",2
"FLOURNOY EL",0
"FLOURNOY EL DTS",0
"FLOURNOY EL STEAM MAG",0
"FORD BLVD EL",3
"FORD BLVD EL DTS",0
"FOSHAY LC",2
"FRANKLIN AVE EL",0
"FRANKLIN CAS AC2T",0
"FRANKLIN HS",4
"FRANKLIN HS DLA MAG",0
"FRANKLIN SH STM MAG",1
"FREMONT CAS AC2T",0
"FREMONT SH",2
"FREMONT SH STEAM MAG",0
"FRIEDMAN OCC CTR",1
"FRIES AVE EL",0
"FROST MS",6
"FROST MS GMC MAG",0
"FROST MS STEAM MAG",2
"FULLBRIGHT AVE CSPP",0
"FULLBRIGHT AVE EL",1
"FULLBRIGHT AVE EL DT",0
"FULTON COLLEGE PREP",2
"FULTON CP CAM MAG",0
"GAGE MS",3
"GAGE MS STM MAG",0
"GAL KING SCH FOR STEM",0
"GARCETTI LA",1
"GARDEN GROVE EL",4
"GARDENA EEC",1
"GARDENA EL",0
"GARDENA EL DTS",0
"GARDENA SH",2
"GARDENA SH GB MAG",1
"GARDENA SH L/PS MAG",0
"GARDNER ST EL",2
"GARDNER ST SPS",0
"GARFIELD SH",4
"GARFIELD SH COSCI MG",0
"GARVANZA EL T/L MAG",0
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",0
"GATES ST EL DTM",0
"GATES ST EL DTS",0
"GATES ST SPS",0
"GAULT ST CSPP",0
"GAULT ST EL",3
"GERMAIN ACAD AA",1
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL EL STM MAG",3
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",0
"GLEN ALTA EL",1
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",1
"GLENWOOD EL",1
"GOMPERS MS",2
"GOMPERS MS STEAM MAG",0
"GOMPERS MS UP MED MAG",1
"GRAHAM EEC",0
"GRAHAM EL",7
"GRAHAM EL DTS",0
"GRANADA EL",3
"GRANADA HILLS CHT",0
"GRANADA SPS",0
"GRAND VIEW BLVD EL D",2
"GRAND VW BL EL",1
"GRANT EEC",0
"GRANT EL",11
"GRANT EL DTR",0
"GRANT SH",3
"GRANT SH CP/DA MAG",3
"GRANT SH HUM/IS MAG",3
"GRAPE ST EL",5
"GRATTS EEC",0
"GRATTS LA FOR YS",6
"GRATTS LA FOR YS DOS",1
"GREY HS",0
"GRIDLEY ST EL",0
"GRIDLEY ST EL DTS",1
"GRIFFIN AVE EL",0
"GRIFFITH JNR VAPA MG",0
"GRIFFITH JOYNER EL",0
"GRIFFITH MS STEAM MG",4
"GULF AVE EL",2
"GULF AVE EL STEAM MAG",0
"HADDON AV EL STEAM MG",0
"HADDON AVE CSPP",0
"HADDON AVE EEC",0
"HADDON AVE EL",0
"HALE CA",9
"HALE CA VAPA MAG",0
"HALE GIFTED/STEAM MG",1
"HALLDALE EL",4
"HAMASAKI MED/SCI MAG",2
"HAMASAKI SPS",0
"HAMILTON SH",3
"HAMILTON SH HUMAN MG",2
"HAMILTON SH MUS PA MG",3
"HAMLIN CA",1
"HANCOCK PARK EL",0
"HARBOR CITY EL",4
"HARBOR OCC CTR",2
"HARDING ST EL",7
"HARMONY CSPP",2
"HARMONY EL",10
"HARMONY EL DTS",1
"HARRISON ST EL",2
"HARRISON ST EL DTS",0
"HART ST CSPP",0
"HART ST EL",1
"HARTE PREP MS",2
"HARVARD EL",0
"HARVARD EL DTS",0
"HASKELL EL STEAM MAG",1
"HAWAIIAN AVE EEC",3
"HAWAIIAN AVE EL",2
"HAWAIIAN AVE STEAM MG",1
"HAWKINS SH C/DAGS",5
"HAWKINS SH CHAS",0
"HAWKINS SH RISE",0
"HAYNES CES",1
"HAZELTINE AVE CSPP",0
"HAZELTINE AVE EL",1
"HAZELTINE AVE EL DTS",0
"HELIOTROPE AVE EL",3
"HENRY MS",0
"HENRY MS COMP/M/S MAG",4
"HENRY MS VAPA MAG",2
"HERRICK AVE EL",3
"HESBY OAKS LEAD CHTR",2
"HIGHLAND PARK HS",0
"HILLCREST DR EL",3
"HILLCREST DR EL DTS",0
"HILLCREST EL MUS MAG",1
"HILLSIDE EL",0
"HOBART BLVD DTS",0
"HOBART BLVD EEC",0
"HOBART BLVD EL",1
"HOLLENBECK MS",1
"HOLLENBECK MS L/PS MG",0
"HOLLENBECK STEMM MAG",0
"HOLLYWOOD CAS AC2T",0
"HOLLYWOOD EL",0
"HOLLYWOOD SH",3
"HOLLYWOOD SH NM MAG",1
"HOLLYWOOD SH PA MAG",2
"HOLMES AVE EEC",1
"HOLMES AVE EL",0
"HOLMES MS",6
"HOLMES MS INT HMN MAG",2
"HOOPER AVE CSPP",0
"HOOPER AVE EEC",0
"HOOPER AVE EL",4
"HOOPER AVE EL DTS",0
"HOOPER AVE PC",0
"HOOPER AVE PC DTS",0
"HOOVER ST EL",1
"HOPE HS",0
"HOPE ST EL",0
"HUBBARD EL STEAM MAG",1
"HUBBARD ST EL",0
"HUERTA EL",2
"HUGHES EL",1
"HUGHES EL PKFLP",0
"HUGHES EL STM MAG",0
"HUMPHREYS AVE EL",2
"HUMPHREYS AVE EL DTS",0
"HUMPHREYS EL STM MAG",0
"HUNTINGTON DR EL",0
"HUNTINGTON DR EL DTS",0
"HUNTINGTON PK DTS",0
"HUNTNGTN PK CAS AC2T",0
"HUNTNGTN PK EL",3
"HUNTNGTN PK NW EL#7L",0
"HUNTNGTN PK SH",6
"HUNTNGTN PK SH MAG",0
"HYDE PARK EEC",0
"INDEPENDENCE DTS",0
"INDEPENDENCE EL",2
"INDEPENDENCE HS",2
"INDEPENDENCE STEM MG",1
"INTERNATIONAL ST LC",1
"IRVING MS MME MAG",7
"ISAACS AVALON HS",0
"IVANHOE EL",1
"JEFFERSON AC2T",0
"JEFFERSON SH",1
"JOHNSON STEM ACADEMY",0
"JONES EL",0
"JONES PC",0
"JONES SPS",0
"JORDAN SH",3
"JUSTICE ST ACAD CHTR",0
"KAHLO HS",0
"KENNEDY EL",0
"KENNEDY GIFTED/MD MG",1
"KENNEDY SH",4
"KENNEDY SH ADDFM MAG",3
"KENNEDY SH GLEA MAG",1
"KENTER CANYON EC",1
"KENTWOOD EEC",0
"KENTWOOD EL",0
"KESTER AVE EL",3
"KESTER EL GIFTED MAG",1
"KIM ACADEMY",4
"KIM EL",1
"KIM EL DOK",0
"KIM EL DTS",0
"KING JR EL",1
"KING JR EL DTS",0
"KING MS ESTEAM MAG",0
"KING MS GIFTED/AT MG",3
"KING MS MAG FLM/MDIA",3
"KING-DREW SH MD/S MG",3
"KINGSLEY EL",1
"KINGSLEY EL DTS",2
"KIRIYAMA CAS AC2T",0
"KITTRIDGE ST CSPP",0
"KITTRIDGE ST EL",1
"KITTRIDGE ST EL DTR",0
"KITTRIDGE ST EL DTS",0
"KNOLLWOOD PREP ACAD",3
"KNOLLWOOD SPS",1
"KNOX EL",2
"KNOX EL DTS",0
"KNOX EL VAPA MAG",2
"KORENSTEIN CSPP",0
"KORENSTEIN EL",0
"LA ACADEMY STEAM MAG",1
"LA SALLE AVE EL",0
"LA SALLE_AVE EL DTS",0
"LA TECH CENTER AC2T",0
"LACES MAG",4
"LAFAYETTE PARK PC",1
"LAFAYETTE PK PC CSPP",0
"LAKE BALBOA CP K-12",6
"LAKE ST PRIMARY",2
"LANAI RD EL",4
"LANE EL",1
"LANGDON AVE EL",6
"LANKERSHIM EL",1
"LASSEN EL",1
"LASSEN EL DTS",0
"LASSEN SPS",0
"LATONA AVE CSPP",0
"LATONA AVE EL",2
"LATONA AVE EL DTS",0
"LAUREL CACT MAG",1
"LAUREL EEC",0
"LAUSD/USC MA/ENG MAG",2
"LAWRENCE GIFTED MAG",1
"LAWRENCE MS",4
"LAWRENCE MS PS MAG",2
"LAWSON ACAD A/M/S EL",2
"LE CONTE MS",1
"LE CONTE MS CES MAG",1
"LE CONTE MS HEAT MAG",0
"LEAPWOOD EL",2
"LEE EL MED HLTH MAG",1
"LEGACY SH STEAM",2
"LEGACY SH VAPA",1
"LEICHMAN CPTC",1
"LELAND ST EL",2
"LELAND ST EL GA MAG",0
"LEMAY ST EEC",0
"LEMAY ST EL",3
"LEWIS HS",0
"LEXINGTON AVE CSPP",0
"LEXINGTON AVE PC",0
"LIBERTY BLVD EL",0
"LIECHTY MS",3
"LIGGETT ST EL",2
"LILLIAN ST EL",1
"LIMERICK AVE CSPP",0
"LIMERICK AVE EL",3
"LIMERICK AVE EL DTS",0
"LINCOLN ESP MAGNET",0
"LINCOLN SH",3
"LINCOLN SH STM MAG",0
"LIZARRAGA EL",1
"LIZARRAGA EL DTS",0
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",3
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",0
"LOGAN ST EEC",0
"LOGAN ST EL DTS",0
"LOKRANTZ SP ED CTR",0
"LOMA VISTA EL",1
"LOMA VISTA EL DTS",0
"LOMITA EL M/S/T MAG",4
"LONDON HS",0
"LORENA ST EL",4
"LORENA ST EL DTS",0
"LORETO ST EL",1
"LORETO ST EL DTS",1
"LORNE ST EL",1
"LORNE ST EL STM MAG",2
"LOS ANGELES ACAD MS",3
"LOS ANGELES EL",0
"LOS ANGELES SH",2
"LOS ANGELES STEAM MG",0
"LOS ANGELES TECH CTR",1
"LOS FELIZ STEMM MAG",4
"LOWMAN SP ED & CTC",0
"LOYOLA VILLG EL F/PAM",1
"MACARTHUR PK EL VAPA",2
"MACARTHUR PK VPA DTS",0
"MACES MAG",9
"MACK EL",0
"MACK EL DTS",0
"MACLAY MS",2
"MADISON EL",1
"MADISON EL DTS",0
"MADISON MS",0
"MADISON MS CS/ED MAG",0
"MADISON MS MED/M/S MG",2
"MAGNOLIA AVE CSPP",0
"MAGNOLIA AVE EL",1
"MAGNOLIA AVE EL DTS&",0
"MAGNOLIA SCI ACAD #2",2
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",1
"MAIN ST EL",2
"MAIN ST EL DTS",0
"MALABAR ST EL",4
"MANCHESTER AV CB MAG",1
"MANCHESTER AVE EL",5
"MANHATTAN PLACE EL",4
"MANN UCLA COMM SCH",3
"MANUAL ARTS SH",2
"MANUAL ARTS SH CP MG",1
"MAPLE PC",0
"MAPLE PC DTS",0
"MAPLE SPS",1
"MAR VISTA EL",1
"MARIANNA AVE EL",0
"MARIANNA AVE EL DTS",0
"MARINA DEL REY MS",2
"MARINA DEL REY MS MAG",2
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",4
"MARK TWAIN MS WL MAG",1
"MARKHAM MS",2
"MARKHAM MS HC MAG",0
"MARKHAM MS VAPA MAG",0
"MARLTON SCHOOL",0
"MARQUEZ CHARTER",2
"MARQUEZ SH HPIAM",1
"MARQUEZ SH LIBRA",2
"MARQUEZ SH SOC JUS",1
"MARSHALL GIFTED MAG",1
"MARSHALL SH",5
"MARVIN EEC",1
"MARVIN EL",0
"MARVIN EL LANG MAG",1
"MAYALL ST AC A/T MAG",3
"MAYBERRY ST EL",1
"MAYBERRY ST EL DTS",1
"MAYWOOD ACADEMY SH",2
"MAYWOOD EL",1
"MAYWOOD EL CS MAG",1
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",1
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",3
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",1
"MELVIN EL HUM/LEAD MG",0
"MENDEZ SH",2
"MENLO AVE EL",0
"MENLO AVE EL DTS",1
"MERIDIAN EEC",1
"METROPOLITAN HS",0
"MEYLER ST EL",1
"MEYLER ST EL DTS",0
"MICHELTORENA ST EL",1
"MICHELTORENA ST EL D",0
"MID-CITY AC2T",0
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",2
"MIDDLETON CSPP",0
"MIDDLETON ST EL",1
"MIDDLETON ST PC",1
"MIKES EEC",0
"MILES AV EL STM MAG",0
"MILES AVE EEC",1
"MILES AVE EL",1
"MILES AVE EL DTS",1
"MILLER CTC",0
"MILLER EL",4
"MILLIKAN CMS PA MAG",1
"MILLIKAN CMS SGE MAG",0
"MILLIKAN MS AC & PAM",0
"MIRAMONTE EEC",0
"MIRAMONTE EL",1
"MIRAMONTE EL DTS",0
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",2
"MONLUX EL STM MAG",5
"MONROE SH",5
"MONROE SH FA MAG",2
"MONROE SH L/G MAG",1
"MONROE SH PA MAG",0
"MONTARA AVE EL",0
"MONTARA AVE EL DTS",2
"MONTARA EL STM MAG",0
"MONTE VISTA EEC",0
"MONTE VISTA ST EL",2
"MONTE VISTA ST FC MG",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",3
"MORNINGSIDE EL",2
"MOSK CSPP",0
"MOSK EL",1
"MOSK EL STEAM MAG",0
"MOUNT GLEASON MS",1
"MOUNTAIN VIEW EL",0
"MOUNTAIN VIEW EL DTR",4
"MT GLEASON GIFTED MG",1
"MT GLEASON STEAM MG",0
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",3
"MUIR MS STM MAG",0
"MULHOLLAND MS",2
"MULHOLLAND MS PA MAG",3
"MULHOLLAND MS RBT MG",0
"MULTNOMAH GIFTED MAG",0
"MULTNOMAH ST EL",0
"MULTNOMAH ST EL ES MG",1
"MURCHISON EEC",0
"MURCHISON ST EL",1
"NAPA ST EL",1
"NAPA ST EL DTS",0
"NARBONNE SH",5
"NARBONNE SH BET MAG",1
"NARBONNE SH HARTS LA",0
"NARBONNE SH STEAM MG",1
"NAVA COLLEGE PREP",0
