School name,Cases among students and staff
"ATWATER AVE EL",2
"AUDUBON MS",4
"AURORA EL",7
"AVALON GARDENS EL",0
"BACA ARTS ACAD",2
"BAKEWELL PC",2
"BALA",0
"BALBOA EL G/HG/HA MAG",5
"BALDWIN HILLS EL",4
"BANCROFT MS",2
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",28
"BARRETT EL",4
"BARTON HILL EL",3
"BASSETT ST EL",3
"BEACHY AVE EL",1
"BECKFORD CES",3
"BEETHOVEN ST EL",0
"BELL SH",16
"BELLINGHAM EL",2
"BELMONT SH",2
"BELVEDERE EL",0
"BELVEDERE MS",2
"BERENDO MS",0
"BERNSTEIN SH",6
"BERNSTEIN SH STEM",5
"BERTRAND AVE EL",5
"BETHUNE MS",9
"BIRMINGHAM CHS",0
"BLYTHE ST EL",0
"BONITA ST EL",3
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",3
"BRADLEY EEC",2
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",9
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",1
"BRIDGE ST EL",2
"BRIDGES SCHOOL",4
"BRIGHT EL",0
"BROAD AVE EL",0
"BROADACRES AV EL",2
"BROADOUS EEC",1
"BROADOUS EL",1
"BROADWAY EL",2
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",4
"BRYSON AVE EL",2
"BUCHANAN ST EL",0
"BUDLONG AVE EL",3
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",2
"BURKE HS",0
"BURROUGHS MS",3
"BURTON ST EL",4
"BUSHNELL WAY EL",5
"BYRD MS",3
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",4
"CAHUENGA EL",1
"CALABASH CA",3
"CALAHAN ST EL",2
"CALVERT CES",1
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",1
"CANOGA PARK EEC",0
"CANOGA PARK EL",0
"CANOGA PRK SH",19
"CANTARA ST EL",5
"CANTERBURY AVE EL",7
"CANYON CEL",0
"CAPISTRANO AVE EL",2
"CARDENAS EL",3
"CARLSON HOSPITAL",1
"CARNEGIE MS",7
"CAROLDALE LC",0
"CARPENTER COMM CHTR",2
"CARSON ACAD ED & EMP",1
"CARSON ACAD MED ARTS",4
"CARSON SH",5
"CARSON ST EL",1
"CARSON-GORE ACADEMY",2
"CARTHAY EL ES MAG",0
"CARVER MS",4
"CASTELAR ST EEC",0
"CASTELAR ST EL",2
"CASTLE HTS EL",2
"CASTLEBAY LN CHTR",1
"CASTRO MS",0
"CATSKILL AVE EL",4
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",1
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",3
"CENTURY PARK EL",0
"CHANDLER EL",1
"CHAPMAN EL",0
"CHARNOCK ROAD EL",1
"CHASE ST EEC",0
"CHASE ST EL",0
"CHATSWORTH CHS",6
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",3
"CHAVEZ LA SJ HUM AC",3
"CHAVEZ LA TECH PREP",2
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",3
"CIENEGA EL",3
"CIMARRON AVE EL",0
"CITY OF ANGELS",8
"CITY TERRACE EL",0
"CLEVELAND CHS",14
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",5
"CLOVER AVE EL",0
"COCHRAN MS",2
"COEUR D ALENE AVE EL",1
"COHASSET ST EL",3
"COLDWATER CYN EL",1
"COLFAX CEL",3
"COLISEUM ST EL",1
"COLLINS EEC",1
"COLUMBUS AVE EL",2
"COLUMBUS MS",2
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",9
"COMPTON AVE EL",1
"CONTRERAS LC ALC",4
"CONTRERAS LC BUS TR",3
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",8
"CORONA AVE EL",3
"CORTINES SCH OF VAPA",4
"COUGHLIN EL",2
"COWAN AVE EL",1
"CRENSHAW ARTS TECH",0
"CRENSHAW MAG STEMM",6
"CRESCENT HTS BL EEC",1
"CRESCENT HTS BL EL MG",0
"CRESTWOOD ST STEAM MG",3
"CRUZ EEC",0
"CURTISS MS",2
"DACOTAH EEC",0
"DAHLIA HTS EL",0
"DANA MS",4
"DANUBE AVE EL",0
"DARBY AVE EL",1
"DAYTON EEC",0
"DAYTON HEIGHTS EL",0
"DBM",1
"DE LA TORRE JR EL",4
"DEARBORN EL CA",3
"DEL AMO EL",0
"DEL OLMO EL",5
"DELEVAN DRIVE EL",0
"DENA EL",1
"DENKER AVE EL",3
"DIXIE CYN CC",4
"DODSON MS",6
"DOLORES ST EEC",1
"DOLORES ST EL",3
"DOMINGUEZ EL",4
"DORRIS PLACE EL",0
"DORSEY SH",5
"DREW MS",1
"DREW MS UP PBLC SRVC",2
"DYER ST EL",3
"DYMALLY SH",3
"EAGLE ROCK EL",3
"EAGLE ROCK HS",4
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",2
"EASTMAN AVE EEC",1
"EASTMAN AVE EL",0
"EDISON MS",3
"EINSTEIN HS",0
"EL DORADO AVE EL",4
"EL ORO WAY CES",3
"EL SERENO EEC",0
"EL SERENO EL",2
"EL SERENO MS",2
"ELA OCC CTR",1
"ELEMENTARY CDS",0
"ELIZABETH LC",2
"ELLINGTON HS",1
"ELYSIAN HTS ARTS MAG",0
"EMELITA ST EL",3
"EMERSON CC",0
"ENADIA WAY",2
"ENCINO CEL",3
"ERWIN EL",4
"ESCALANTE EEC",2
"ESCALANTE EL",5
"ESCUTIA PC",3
"ESHELMAN AVE EL",2
"ESPERANZA EL",1
"ESTRELLA EEC",0
"ESTRELLA EL",3
"EUCLID AVE EL",2
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",5
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",10
"FAIRBURN AVE EL",2
"FAIRFAX SH",6
"FARMDALE EL",3
"FERNANGELES EL",1
"FIGUEROA ST EL",2
"FISHBURN AVE EL",1
"FLEMING MS",7
"FLETCHER DR EL",0
"FLORENCE AVE EL",5
"FLOURNOY EL",5
"FORD BLVD EL",8
"FOSHAY LC",4
"FRANKLIN AVE EL",1
"FRANKLIN HS",7
"FREMONT SH",4
"FRIEDMAN OCC CTR",1
"FRIES AVE EL",0
"FROST MS",7
"FULLBRIGHT AVE EL",1
"FULTON COLLEGE PREP",5
"GAGE MS",7
"GAL KING SCH FOR STEM",0
"GARCETTI LA",2
"GARDEN GROVE EL",1
"GARDENA EEC",3
"GARDENA EL",0
"GARDENA SH",7
"GARDNER ST EL",2
"GARFIELD SH",10
"GARVANZA EL T/L MAG",0
"GARZA PC",1
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",1
"GERMAIN ACAD AA",4
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",1
"GLEDHILL ST EL",2
"GLEN ALTA EL",2
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",1
"GLENWOOD EL",5
"GOMPERS MS",8
"GOMPERS MS UP MED MAG",0
"GRAHAM EEC",0
"GRAHAM EL",3
"GRANADA EL",6
"GRANADA HILLS CHT",0
"GRAND VW BL EL",1
"GRANT EEC",0
"GRANT EL",10
"GRANT SH",12
"GRAPE ST EL",2
"GRATTS EEC",0
"GRATTS LA FOR YS",0
"GREY HS",0
"GRIDLEY ST EL",3
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",5
"GRIFFITH MS STEAM MG",1
"GULF AVE EL",4
"HADDON AVE EEC",0
"HADDON AVE EL",5
"HALE CA",0
"HALLDALE EL",17
"HAMASAKI MED/SCI MAG",1
"HAMILTON SH",9
"HAMLIN CA",4
"HANCOCK PARK EL",0
"HARBOR CITY EL",2
"HARBOR OCC CTR",0
"HARDING ST EL",0
"HARMONY EL",2
"HARRISON ST EL",2
"HART ST EL",3
"HARTE PREP MS",1
"HARVARD EL",1
"HASKELL EL STEAM MAG",3
"HAWAIIAN AVE EEC",2
"HAWAIIAN AVE EL",3
"HAWKINS SH C/DAGS",8
"HAYNES CES",4
"HAZELTINE AVE EL",0
"HELIOTROPE AVE EL",2
"HENRY MS",10
"HERRICK AVE EL",1
"HESBY OAKS LEAD CHTR",0
"HIGHLAND PARK HS",0
"HILLCREST DR EL",4
"HILLSIDE EL",0
"HOBART BLVD EEC",1
"HOBART BLVD EL",3
"HOLLENBECK MS",3
"HOLLYWOOD EL",1
"HOLLYWOOD SH",7
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",4
"HOOPER AVE EEC",1
"HOOPER AVE EL",3
"HOOPER AVE PC",2
"HOOVER ST EL",2
"HOPE HS",1
"HOPE ST EL",4
"HUBBARD ST EL",7
"HUERTA EL",2
"HUGHES EL",0
"HUMPHREYS AVE EL",3
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",3
"HUNTNGTN PK SH",5
"HYDE PARK EEC",0
"INDEPENDENCE EL",2
"INDEPENDENCE HS",0
"INTERNATIONAL ST LC",6
"IRVING MS MME MAG",4
"ISAACS AVALON HS",0
"IVANHOE EL",0
"JEFFERSON SH",4
"JOHNSON STEM ACADEMY",1
"JONES EL",3
"JONES PC",2
"JORDAN SH",4
"JUSTICE ST ACAD CHTR",7
"KAHLO HS",2
"KENNEDY EL",0
"KENNEDY SH",18
"KENTER CANYON EC",0
"KENTWOOD EEC",0
"KENTWOOD EL",2
"KESTER AVE EL",3
"KIM ACADEMY",2
"KIM EL",3
"KING JR EL",1
"KING MS MAG FLM/MDIA",6
"KING-DREW SH MD/S MG",6
"KINGSLEY EL",0
"KITTRIDGE ST EL",3
"KNOLLWOOD PREP ACAD",1
"KNOX EL",2
"KORENSTEIN EL",0
"LA SALLE AVE EL",1
"LACES MAG",3
"LAFAYETTE PARK PC",0
"LAKE BALBOA CP K-12",2
"LAKE ST PRIMARY",0
"LANAI RD EL",3
"LANE EL",2
"LANGDON AVE EL",3
"LANKERSHIM EL",3
"LASSEN EL",3
"LATONA AVE EL",1
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",3
"LAWSON ACAD A/M/S EL",3
"LE CONTE MS",2
"LEAPWOOD EL",4
"LEE EL MED HLTH MAG",2
"LEGACY SH STEAM",7
"LEGACY SH VAPA",2
"LEICHMAN CPTC",0
"LELAND ST EL",1
"LEMAY ST EEC",0
"LEMAY ST EL",2
"LEWIS HS",1
"LEXINGTON AVE PC",1
"LIBERTY BLVD EL",5
"LIECHTY MS",1
"LIGGETT ST EL",3
"LILLIAN ST EL",0
"LIMERICK AVE EL",6
"LINCOLN SH",1
"LIZARRAGA EL",5
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",2
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",1
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",1
"LOMA VISTA EL",4
"LOMITA EL M/S/T MAG",6
"LONDON HS",1
"LORENA ST EL",1
"LORETO ST EL",0
"LORNE ST EL",2
"LOS ANGELES ACAD MS",6
"LOS ANGELES EL",0
"LOS ANGELES SH",0
"LOS ANGELES TECH CTR",1
"LOS FELIZ STEMM MAG",4
"LOWMAN SP ED & CTC",0
"LOYOLA VILLG EL F/PAM",5
"MACARTHUR PK EL VAPA",2
"MACES MAG",4
"MACK EL",3
"MACLAY MS",3
"MADISON EL",4
"MADISON MS",6
"MAGNOLIA AVE EL",4
"MAGNOLIA SCI ACAD #2",0
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",0
"MAIN ST EL",1
"MALABAR ST EL",2
"MANCHESTER AVE EL",5
"MANHATTAN PLACE EL",3
"MANN UCLA COMM SCH",3
"MANUAL ARTS SH",6
"MAPLE PC",0
"MAR VISTA EL",0
"MARIANNA AVE EL",1
"MARINA DEL REY MS",3
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",2
"MARKHAM MS",5
"MARLTON SCHOOL",1
"MARQUEZ CHARTER",0
"MARQUEZ SH HPIAM",0
"MARQUEZ SH LIBRA",5
"MARQUEZ SH SOC JUS",4
"MARSHALL SH",5
"MARVIN EEC",0
"MARVIN EL",3
"MAYALL ST AC A/T MAG",6
"MAYBERRY ST EL",2
"MAYWOOD ACADEMY SH",1
"MAYWOOD EL",2
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",0
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",1
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",1
"MENDEZ SH",3
"MENLO AVE EL",2
"MERIDIAN EEC",0
"METROPOLITAN HS",0
"MEYLER ST EL",1
"MICHELTORENA ST EL",0
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",1
"MIDDLETON ST EL",2
"MIDDLETON ST PC",0
"MIKES EEC",0
"MILES AVE EEC",0
"MILES AVE EL",0
"MILLER CTC",1
"MILLER EL",10
"MILLIKAN MS AC & PAM",10
"MIRAMONTE EEC",2
"MIRAMONTE EL",7
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",5
"MONROE SH",9
"MONTARA AVE EL",2
"MONTE VISTA EEC",2
"MONTE VISTA ST EL",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",2
"MORNINGSIDE EL",1
"MOSK EL",2
"MOUNT GLEASON MS",3
"MOUNTAIN VIEW EL",5
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",2
"MULHOLLAND MS",6
"MULTNOMAH ST EL",1
"MURCHISON EEC",0
"MURCHISON ST EL",0
"NAPA ST EL",6
"NARBONNE SH",3
"NARBONNE SH HARTS LA",1
"NAVA COLLEGE PREP",2
"NAVA LEARNING ACADEMY",2
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",3
"NEVIN AVE EL",3
"NEW ACAD CANOGA PARK",0
"NEWCASTLE EL",1
"NEWMARK HS",0
"NIGHTINGALE MS",1
"NIMITZ MS",3
"NO HOLLYWD SH",11
"NOBEL CMS",12
"NOBLE AVE EEC",1
"NOBLE AVE EL",4
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",0
"NORMONT EEC",0
"NORMONT EL",6
"NORTH VALLEY OCC CTR",1
"NORTHRIDGE ACAD SH",3
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",2
"NORWOOD ST EL",0
"NUEVA VISTA EL",3
"OBAMA EL",0
"OBAMA GLBL PREP ACAD",6
"OCHOA LC",2
"ODYSSEY HS",0
"OLIVE VISTA MS",10
"OLYMPIC PC",0
"O'MELVENY EL",0
"OPEN CHARTER MAG",0
"ORCHARD ACADEMIES 2B",0
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",4
"OSCEOLA ST EL",0
"OVERLAND AVE EL",0
"OWENSMOUTH HS",0
"OXNARD ST EL",1
"PACIFIC BLVD SCHOOL",0
"PACOIMA EEC",1
"PACOIMA MS",4
"PALISADES CEL",1
"PALISADES CHS",0
"PALMS EL",2
"PALMS MS",3
"PANORAMA CITY EL",2
"PANORAMA SH",2
"PARK AVE EL",1
"PARK WESTERN EEC",0
"PARK WSTN PL EL",5
"PARKS LC",1
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",10
"PARTHENIA AC ART TEC",4
"PASEO DEL REY EL MAG",1
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",3
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",0
"PIO PICO MS",0
"PLAINVIEW ACADEMC CA",3
"PLASENCIA EL",5
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",1
"PLUMMER EL",4
"POINDEXTER LAMOTTE EL",0
"POLITI EL",1
"POLYTECHNIC SH",11
"POMELO COMMUNITY CS",2
"PORTER MS",2
"PORTER RANCH SCHOOL",5
"PORTOLA CM",9
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",2
"PT FERMIN EL MR/S MG",6
"PUEBLO DE LA HS",0
"PURCHE AVE EL",0
"QUEEN ANNE PL EL",0
"RAMONA EL",0
"RAMONA HS",0
"RAMONA INFANT",3
"RANCHITO AVE EL",1
"RANCHO DOMNGZ PREP",5
"RAYMOND AVE EL",2
"REED MS",10
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",8
"RESEDA EL",1
"REVERE CMS",6
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",2
"RFK LA SH ARTS",1
"RFK NEW OPEN WLD",2
"RFK SCH VIS ARTS/HUM",1
"RFK UCLA COMM SCH",1
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",3
"RILEY HS CYESIS",0
"RIO VISTA EL",0
"RIORDAN PC",2
"RITTER EL",3
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",4
"RIVERA LC PERF ARTS",1
"RIVERA LC PUB SRV",5
"RIVERSIDE DR CS",3
"ROBERTI EEC",0
"ROCKDALE VAPA MAG",2
"RODIA HS",2
"ROGERS HS",0
"ROMER MS",6
"ROOSEVELT INFANT",0
"ROOSEVELT SH",6
"ROOSEVELT SH STM MAG",1
"ROSCOE EL",4
"ROSCOMARE RD EL",0
"ROSEMONT AVE EEC",0
"ROSEMONT AVE EL",0
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",3
"ROYBAL LC",0
"ROYBAL-ALLARD EL",1
"RUSSELL EL",4
"SALVIN SP ED CTR",1
"SAN ANTONIO EL",4
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",6
"SAN FERNANDO MS",3
"SAN FERNANDO MS IAM",1
"SAN FERNANDO SH",5
"SAN GABRIEL AVE EL",0
"SAN JOSE ST EL",1
"SAN MIGUEL EL",8
"SAN PASCUAL STEAM MG",0
"SAN PEDRO SH",22
"SAN PEDRO ST EL",5
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",9
"SANTEE EC",5
"SATICOY EL",2
"SATURN ST EL",1
"SCIENCE AC STEM MAG",2
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",3
"SEPULVEDA MS",5
"SERRANIA AVE CES",6
"SHARP AVE EL",2
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",1
"SHERIDAN ST EL",1
"SHERMAN OAKS EL CS",1
"SHIRLEY AVE EL",2
"SHORT AVE EL",0
"SIERRA PARK EL",6
"SIERRA VISTA EL",0
"SLAWSON OCC CTR",2
"SOCES MAG",3
"SOLANO AVE EL",1
"SOLIS LA",0
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",3
"SOUTH EAST SH",2
"SOUTH GATE MS",3
"SOUTH GATE SH",13
"SOUTH PARK EL",12
"SOUTH SHORES EL PA MG",1
"SOUTHEAST MS",6
"STAGG ST EL",6
"STANFORD AVE EL",6
"STANFORD AVE PC",0
"STATE ST EEC",0
"STATE ST EL",1
"STERRY EL",0
"STEVENSON CCP",4
"STONEHURST STEAM MAG",3
"STONER AVE EL",0
"STONEY POINT HS",0
"STRATHERN ST EL",3
"SUN VALLEY MAG ET",4
"SUNLAND EL",2
"SUNNY BRAE AVE EL",11
"SUNRISE EL",3
"SUPERIOR ST EL",4
"SUTTER MS",6
"SYLMAR ACAD BH/E MAG",1
"SYLMAR CHS",5
"SYLMAR EL",2
"SYLMAR LDSHP ACAD",9
"SYLVAN PARK EEC",1
"SYLVAN PARK EL",0
"TAFT CHS",9
"TAPER AVE EL",4
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",4
"THOREAU HS",1
"TOLAND WAY EL",2
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",6
"TOPANGA EL CS",0
"TOPEKA DR CAS",2
"TORRES ELA PA MAG",1
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",2
"TORRES RENAISSANCE",2
"TOWNE AVE EL",6
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",10
"TWEEDY EL",2
"UNION AVE EL",2
"UNIVERSITY HS CHARTER",4
"UTAH ST EL",5
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",2
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",5
"VAN GOGH CHTR",4
"VAN NESS AVE EL",1
"VAN NUYS EL",4
"VAN NUYS MS",4
"VAN NUYS SH",5
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",0
"VAUGHN EEC",0
"VENA AVE EL",4
"VENICE SH",3
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",5
"VERMONT AVE EL",1
"VERNON CITY EL",2
"VICTORIA AVE EL",3
"VICTORY BLVD EL",1
"VIEW PARK CONTN HS",0
"VINE ST EEC",0
"VINE ST EL",0
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",6
"VIRGIL MS",4
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",1
"VISTA MS",5
"VLADOVIC HARBOR TPA",3
"VOCES MAG",3
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",2
"WALGROVE AVE EL",2
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",1
"WALNUT PARK MS STEM",1
"WARNER AVE EL",2
"WASHINGTON PC",1
"WASHINGTON PREP SH",5
"WATERS EMP PREP CTR",2
"WEBSTER MS",4
"WEEMES EL",1
"WEIGAND AVE EL",0
"WELBY WAY CEL",2
"WESM HLTH/SPORTS MED",9
"WEST ADAMS PREP SH",2
"WEST ATHENS EL",1
"WEST HOLLYWOOD EL",1
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",1
"WESTERN AV TECH MAG",2
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",3
"WESTPORT HTS EL",3
"WESTSIDE GLBL AWR MAG",6
"WESTWOOD CEL",2
"WHITE EL",2
"WHITE MS",15
"WHITE POINT EL",2
"WHITMAN HS",1
"WIDNEY CPTC",2
"WILBUR CEA",4
"WILLENBERG SP ED CTR",0
"WILLOW EL",7
"WILMINGTON EEC",1
"WILMINGTON PARK EL",6
"WILMINGTON STEAM MAG",7
"WILSHIRE CREST EL",0
"WILSHIRE PARK EL",0
"WILSON SH",10
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",1
"WINDSOR HILLS EL MAG",1
"WINNETKA AVE EL",5
"WISDOM EL",4
"WONDERLAND AVE EL",4
"WOODCREST EL",2
"WOODEN HS",1
"WOODLAKE ECC",3
"WOODLAND HILLS ACAD",3
"WOODLAND HILLS CES",6
"WOODLAWN AVE EL",5
"WRIGHT ENG DES MAG",2
"YES ACADEMY",2
"YORKDALE EL",1
"YOUNG HS",2
"YTH OPP UNLTD ALT HS",1
