date,school,community,inschool
2021-11-26,"CHAVEZ LA ASE",0,0
2021-11-26,"CHAVEZ LA SJ HUM AC",1,0
2021-11-26,"CHAVEZ LA TECH PREP",0,0
2021-11-26,"CHEREMOYA AVE EL",0,0
2021-11-26,"CHEVIOT HILLS HS",0,0
2021-11-26,"CIENEGA EL",0,0
2021-11-26,"CIMARRON AVE EL",0,0
2021-11-26,"CITY OF ANGELS",1,0
2021-11-26,"CITY TERRACE EL",1,0
2021-11-26,"CLEVELAND CHS",1,0
2021-11-26,"CLEVELAND EEC",0,0
2021-11-26,"CLEVELAND INFANT CTR",0,0
2021-11-26,"CLIFFORD ST M/T MAG",0,0
2021-11-26,"CLINTON MS",0,0
2021-11-26,"CLOVER AVE EL",0,0
2021-11-26,"COCHRAN MS",0,0
2021-11-26,"COEUR D ALENE AVE EL",0,0
2021-11-26,"COHASSET ST EL",0,0
2021-11-26,"COLDWATER CYN EL",2,0
2021-11-26,"COLFAX CEL",0,0
2021-11-26,"COLISEUM ST EL",0,0
2021-11-26,"COLLINS EEC",0,0
2021-11-26,"COLUMBUS AVE EL",0,0
2021-11-26,"COLUMBUS MS",0,0
2021-11-26,"COMMONWLTH AVE EL",1,0
2021-11-26,"COMMUNITY EL MAG CS",0,0
2021-11-26,"COMPTON AVE EL",0,0
2021-11-26,"CONTRERAS LC ALC",1,0
2021-11-26,"CONTRERAS LC BUS TR",0,0
2021-11-26,"CONTRERAS LC GLBL ST",0,0
2021-11-26,"CONTRERAS LC SOC JUS",0,0
2021-11-26,"CORONA AVE EL",0,0
2021-11-26,"CORTINES SCH OF VAPA",1,0
2021-11-26,"COUGHLIN EL",0,0
2021-11-26,"COWAN AVE EL",0,0
2021-11-26,"CRENSHAW ARTS TECH",0,0
2021-11-26,"CRENSHAW MAG STEMM",0,0
2021-11-26,"CRESCENT HTS BL EEC",0,0
2021-11-26,"CRESCENT HTS BL EL MG",0,0
2021-11-26,"CRESTWOOD ST STEAM MG",0,0
2021-11-26,"CRUZ EEC",0,0
2021-11-26,"CURTISS MS",0,0
2021-11-26,"DACOTAH EEC",0,0
2021-11-26,"DAHLIA HTS EL",0,0
2021-11-26,"DANA MS",0,0
2021-11-26,"DANUBE AVE EL",1,0
2021-11-26,"DARBY AVE EL",1,0
2021-11-26,"DAYTON EEC",0,0
2021-11-26,"DAYTON HEIGHTS EL",0,0
2021-11-26,"DE LA TORRE JR EL",0,0
2021-11-26,"DEARBORN EL CA",0,0
2021-11-26,"DEL AMO EL",0,0
2021-11-26,"DEL OLMO EL",0,0
2021-11-26,"DELEVAN DRIVE EL",0,0
2021-11-26,"DENA EL",0,0
2021-11-26,"DENKER AVE EL",0,0
2021-11-26,"DIXIE CYN CC",1,0
2021-11-26,"DODSON MS",0,0
2021-11-26,"DOLORES ST EEC",0,0
2021-11-26,"DOLORES ST EL",0,0
2021-11-26,"DOMINGUEZ EL",0,0
2021-11-26,"DORRIS PLACE EL",0,0
2021-11-26,"DORSEY SH",1,0
2021-11-26,"DREW MS UP PBLC SRVC",0,0
2021-11-26,"DREW MS",2,0
2021-11-26,"DYER ST EL",5,0
2021-11-26,"DYMALLY SH",0,0
2021-11-26,"District Wide",425,5
2021-11-26,"EAGLE ROCK EL",1,0
2021-11-26,"EAGLE ROCK HS",0,0
2021-11-26,"EAGLE TREE CONTN HS",0,0
2021-11-26,"EARHART HS",0,0
2021-11-26,"EARLY COLLEGE ACAD",2,0
2021-11-26,"EAST VALLEY SH",1,0
2021-11-26,"EASTMAN AVE EEC",0,0
2021-11-26,"EASTMAN AVE EL",1,0
2021-11-26,"EDISON MS",2,0
2021-11-26,"EINSTEIN HS",0,0
2021-11-26,"EL DORADO AVE EL",0,0
2021-11-26,"EL ORO WAY CES",1,0
2021-11-26,"EL SERENO EEC",0,0
2021-11-26,"EL SERENO EL",0,0
2021-11-26,"EL SERENO MS",0,0
2021-11-26,"ELA OCC CTR",0,0
2021-11-26,"ELEMENTARY CDS",0,0
2021-11-26,"ELIZABETH LC",1,0
2021-11-26,"ELLINGTON HS",0,0
2021-11-26,"ELYSIAN HTS ARTS MAG",0,0
2021-11-26,"EMELITA ST EL",0,0
2021-11-26,"EMERSON CC",0,0
2021-11-26,"ENADIA WAY",0,0
2021-11-26,"ENCINO CEL",0,0
2021-11-26,"ERWIN EL",2,0
2021-11-26,"ESCALANTE EEC",0,0
2021-11-26,"ESCALANTE EL",0,0
2021-11-26,"ESCUTIA PC",0,0
2021-11-26,"ESHELMAN AVE EL",0,0
2021-11-26,"ESPERANZA EL",1,0
2021-11-26,"ESTRELLA EEC",1,0
2021-11-26,"ESTRELLA EL",1,0
2021-11-26,"EUCLID AVE EL",7,5
2021-11-26,"EVANS CAS",0,0
2021-11-26,"EVERGREEN AVE EEC",0,0
2021-11-26,"EVERGREEN AVE EL",0,0
2021-11-26,"EVERGREEN HS",0,0
2021-11-26,"FAIR AVE EEC",0,0
2021-11-26,"FAIR AVE EL",0,0
2021-11-26,"FAIRBURN AVE EL",0,0
2021-11-26,"FAIRFAX SH",1,0
2021-11-26,"FARMDALE EL",0,0
2021-11-26,"FERNANGELES EL",0,0
2021-11-26,"FIGUEROA ST EL",0,0
2021-11-26,"FISHBURN AVE EL",2,0
2021-11-26,"FLEMING MS",2,0
2021-11-26,"FLETCHER DR EL",0,0
2021-11-26,"FLORENCE AVE EL",0,0
2021-11-26,"FLOURNOY EL",0,0
2021-11-26,"FORD BLVD EL",1,0
2021-11-26,"FOSHAY LC",2,0
2021-11-26,"FRANKLIN AVE EL",0,0
2021-11-26,"FRANKLIN HS",0,0
2021-11-26,"FREMONT SH",1,0
2021-11-26,"FRIEDMAN OCC CTR",1,0
2021-11-26,"FRIES AVE EL",1,0
2021-11-26,"FROST MS",0,0
2021-11-26,"FULLBRIGHT AVE EL",5,0
2021-11-26,"FULTON COLLEGE PREP",0,0
2021-11-26,"GAGE MS",1,0
2021-11-26,"GAL KING SCH FOR STEM",0,0
2021-11-26,"GARCETTI LA",0,0
2021-11-26,"GARDEN GROVE EL",0,0
2021-11-26,"GARDENA EEC",0,0
2021-11-26,"GARDENA EL",0,0
2021-11-26,"GARDENA SH",0,0
2021-11-26,"GARDNER ST EL",1,0
2021-11-26,"GARFIELD SH",1,0
2021-11-26,"GARVANZA EL T/L MAG",0,0
2021-11-26,"GARZA PC",0,0
2021-11-26,"GATES ST EEC",0,0
2021-11-26,"GATES ST EL",0,0
2021-11-26,"GAULT ST EL",0,0
2021-11-26,"GERMAIN ACAD AA",2,0
2021-11-26,"GLASSELL PARK EEC",0,0
2021-11-26,"GLASSELL PK STEAM MAG",0,0
2021-11-26,"GLEDHILL ST EEC",0,0
2021-11-26,"GLEDHILL ST EL",0,0
2021-11-26,"GLEN ALTA EL",0,0
2021-11-26,"GLENFELIZ BLVD EEC",0,0
2021-11-26,"GLENFELIZ BLVD EL",0,0
2021-11-26,"GLENWOOD EL",0,0
2021-11-26,"GOMPERS MS UP MED MAG",1,0
2021-11-26,"GOMPERS MS",0,0
2021-11-26,"GRAHAM EEC",0,0
2021-11-26,"GRAHAM EL",0,0
2021-11-26,"GRANADA EL",4,0
2021-11-26,"GRAND VW BL EL",0,0
2021-11-26,"GRANT EEC",0,0
2021-11-26,"GRANT EL",0,0
2021-11-26,"GRANT SH",0,0
2021-11-26,"GRAPE ST EL",0,0
2021-11-26,"GRATTS EEC",0,0
2021-11-26,"GRATTS LA FOR YS",0,0
2021-11-26,"GREY HS",0,0
2021-11-26,"GRIDLEY ST EL",1,0
2021-11-26,"GRIFFIN AVE EL",0,0
2021-11-26,"GRIFFITH JOYNER EL",0,0
2021-11-26,"GRIFFITH MS STEAM MG",2,0
2021-11-26,"GULF AVE EL",0,0
2021-11-26,"HADDON AVE EEC",0,0
2021-11-26,"HADDON AVE EL",0,0
2021-11-26,"HALE CA",2,0
2021-11-26,"HALLDALE EL",2,0
2021-11-26,"HAMASAKI MED/SCI MAG",0,0
2021-11-26,"HAMILTON SH",2,0
2021-11-26,"HAMLIN CA",1,0
2021-11-26,"HANCOCK PARK EL",2,0
2021-11-26,"HARBOR CITY EL",0,0
2021-11-26,"HARBOR OCC CTR",0,0
2021-11-26,"HARDING ST EL",0,0
2021-11-26,"HARMONY EL",2,0
2021-11-26,"HARRISON ST EL",0,0
2021-11-26,"HART ST EL",0,0
2021-11-26,"HARTE PREP MS",0,0
2021-11-26,"HARVARD EL",1,0
2021-11-26,"HASKELL EL STEAM MAG",0,0
2021-11-26,"HAWAIIAN AVE EEC",0,0
2021-11-26,"HAWAIIAN AVE EL",5,0
2021-11-26,"HAWKINS SH C/DAGS",2,0
2021-11-26,"HAYNES CES",4,0
2021-11-26,"HAZELTINE AVE EL",0,0
2021-11-26,"HELIOTROPE AVE EL",1,0
2021-11-26,"HENRY MS",0,0
2021-11-26,"HERRICK AVE EL",3,0
2021-11-26,"HESBY OAKS LEAD CHTR",0,0
2021-11-26,"HIGHLAND PARK HS",0,0
2021-11-26,"HILLCREST DR EL",0,0
2021-11-26,"HILLSIDE EL",0,0
2021-11-26,"HOBART BLVD EEC",0,0
2021-11-26,"HOBART BLVD EL",0,0
2021-11-26,"HOLLENBECK MS",1,0
2021-11-26,"HOLLYWOOD EL",0,0
2021-11-26,"HOLLYWOOD SH",1,0
2021-11-26,"HOLMES AVE EEC",0,0
2021-11-26,"HOLMES AVE EL",0,0
2021-11-26,"HOLMES MS",0,0
2021-11-26,"HOOPER AVE EEC",0,0
2021-11-26,"HOOPER AVE EL",0,0
2021-11-26,"HOOPER AVE PC",0,0
2021-11-26,"HOOVER ST EL",1,0
2021-11-26,"HOPE HS",0,0
2021-11-26,"HOPE ST EL",0,0
2021-11-26,"HUBBARD ST EL",0,0
2021-11-26,"HUERTA EL",1,0
2021-11-26,"HUGHES EL",3,0
2021-11-26,"HUMPHREYS AVE EL",0,0
2021-11-26,"HUNTINGTON DR EL",0,0
2021-11-26,"HUNTNGTN PK EL",1,0
2021-11-26,"HUNTNGTN PK SH",0,0
2021-11-26,"HYDE PARK EEC",0,0
2021-11-26,"INDEPENDENCE EL",1,0
2021-11-26,"INDEPENDENCE HS",0,0
2021-11-26,"INTERNATIONAL ST LC",0,0
2021-11-26,"IRVING MS MME MAG",0,0
2021-11-26,"ISAACS AVALON HS",0,0
2021-11-26,"IVANHOE EL",1,0
2021-11-26,"JEFFERSON SH",1,0
2021-11-26,"JOHNSON STEM ACADEMY",0,0
2021-11-26,"JONES EL",0,0
2021-11-26,"JONES PC",0,0
2021-11-26,"JORDAN SH",0,0
2021-11-26,"JUSTICE ST ACAD CHTR",0,0
2021-11-26,"KAHLO HS",0,0
2021-11-26,"KENNEDY EL",0,0
2021-11-26,"KENNEDY SH",2,0
2021-11-26,"KENTER CANYON EC",0,0
2021-11-26,"KENTWOOD EEC",0,0
2021-11-26,"KENTWOOD EL",1,0
2021-11-26,"KESTER AVE EL",1,0
2021-11-26,"KIM ACADEMY",1,0
2021-11-26,"KIM EL",3,0
2021-11-26,"KING JR EL",0,0
2021-11-26,"KING MS MAG FLM/MDIA",2,0
2021-11-26,"KING-DREW SH MD/S MG",0,0
2021-11-26,"KINGSLEY EL",0,0
2021-11-26,"KITTRIDGE ST EL",8,0
2021-11-26,"KNOLLWOOD PREP ACAD",0,0
2021-11-26,"KNOX EL",0,0
2021-11-26,"KORENSTEIN EL",0,0
2021-11-26,"LA SALLE AVE EL",0,0
2021-11-26,"LACES MAG",2,0
2021-11-26,"LAFAYETTE PARK PC",0,0
2021-11-26,"LAKE BALBOA CP K-12",0,0
2021-11-26,"LAKE ST PRIMARY",0,0
2021-11-26,"LANAI RD EL",1,0
2021-11-26,"LANE EL",0,0
2021-11-26,"LANGDON AVE EL",2,0
2021-11-26,"LANKERSHIM EL",0,0
2021-11-26,"LASSEN EL",0,0
2021-11-26,"LATONA AVE EL",0,0
2021-11-26,"LAUREL CACT MAG",0,0
2021-11-26,"LAUREL EEC",0,0
2021-11-26,"LAWRENCE MS",0,0
2021-11-26,"LAWSON ACAD A/M/S EL",2,0
2021-11-26,"LE CONTE MS",2,0
2021-11-26,"LEAPWOOD EL",0,0
2021-11-26,"LEE EL MED HLTH MAG",1,0
2021-11-26,"LEGACY SH STEAM",0,0
2021-11-26,"LEGACY SH VAPA",0,0
2021-11-26,"LEICHMAN CPTC",0,0
2021-11-26,"LELAND ST EL",4,0
2021-11-26,"LEMAY ST EEC",0,0
2021-11-26,"LEMAY ST EL",0,0
2021-11-26,"LEWIS HS",0,0
2021-11-26,"LEXINGTON AVE PC",0,0
2021-11-26,"LIBERTY BLVD EL",1,0
2021-11-26,"LIECHTY MS",0,0
2021-11-26,"LIGGETT ST EL",0,0
2021-11-26,"LILLIAN ST EL",0,0
2021-11-26,"LIMERICK AVE EL",0,0
2021-11-26,"LINCOLN SH",0,0
2021-11-26,"LIZARRAGA EL",0,0
2021-11-26,"LOCKE EEC",0,0
2021-11-26,"LOCKE INFANT",0,0
2021-11-26,"LOCKHURST DR CEL",0,0
2021-11-26,"LOCKWOOD AVE EL",0,0
2021-11-26,"LOGAN ACADEMY",1,0
2021-11-26,"LOGAN ST EEC",0,0
2021-11-26,"LOKRANTZ SP ED CTR",0,0
2021-11-26,"LOMA VISTA EL",0,0
2021-11-26,"LOMITA EL M/S/T MAG",0,0
2021-11-26,"LONDON HS",0,0
2021-11-26,"LORENA ST EL",0,0
2021-11-26,"LORETO ST EL",0,0
2021-11-26,"LORNE ST EL",1,0
2021-11-26,"LOS ANGELES ACAD MS",0,0
2021-11-26,"LOS ANGELES EL",0,0
2021-11-26,"LOS ANGELES SH",0,0
2021-11-26,"LOS ANGELES TECH CTR",0,0
2021-11-26,"LOS FELIZ STEMM MAG",1,0
2021-11-26,"LOWMAN SP ED & CTC",0,0
2021-11-26,"LOYOLA VILLG EL F/PAM",0,0
2021-11-26,"MACARTHUR PK EL VAPA",1,0
2021-11-26,"MACES MAG",1,0
2021-11-26,"MACK EL",0,0
2021-11-26,"MACLAY MS",0,0
2021-11-26,"MADISON EL",1,0
2021-11-26,"MADISON MS",2,0
2021-11-26,"MAGNOLIA AVE EL",0,0
2021-11-26,"MAGNOLIA SCI ACAD #2",1,0
2021-11-26,"MAGNOLIA SCI ACAD #4",0,0
2021-11-26,"MAGNOLIA SCI ACAD #6",0,0
2021-11-26,"MAGNOLIA SCI-BELL@SR",1,0
2021-11-26,"MAIN ST EL",0,0
2021-11-26,"MALABAR ST EL",0,0
2021-11-26,"MANCHESTER AVE EL",0,0
2021-11-26,"MANHATTAN PLACE EL",1,0
2021-11-26,"MANN UCLA COMM SCH",0,0
2021-11-26,"MANUAL ARTS SH",0,0
2021-11-26,"MAPLE PC",0,0
2021-11-26,"MAR VISTA EL",1,0
2021-11-26,"MARIANNA AVE EL",0,0
2021-11-26,"MARINA DEL REY MS",1,0
2021-11-26,"MARINA EEC",0,0
2021-11-26,"MARIPOSA-NABI PC",0,0
2021-11-26,"MARK TWAIN MS",0,0
2021-11-26,"MARKHAM MS",1,0
2021-11-26,"MARLTON SCHOOL",2,0
2021-11-26,"MARQUEZ CHARTER",0,0
2021-11-26,"MARQUEZ SH HPIAM",0,0
2021-11-26,"MARQUEZ SH LIBRA",0,0
2021-11-26,"MARQUEZ SH SOC JUS",0,0
2021-11-26,"MARSHALL SH",0,0
2021-11-26,"MARVIN EEC",0,0
2021-11-26,"MARVIN EL",3,0
2021-11-26,"MAYALL ST AC A/T MAG",1,0
2021-11-26,"MAYBERRY ST EL",0,0
2021-11-26,"MAYWOOD ACADEMY SH",0,0
2021-11-26,"MAYWOOD EL",2,0
2021-11-26,"MCALISTER HS CYESIS",0,0
2021-11-26,"MCAULIFFE EEC",0,0
2021-11-26,"MCBRIDE SP ED CTR",0,0
2021-11-26,"MCKINLEY AVE EL",3,0
2021-11-26,"MELROSE AVE EL M/S MG",0,0
2021-11-26,"MELVIN AVE EL",0,0
2021-11-26,"MENDEZ SH",0,0
2021-11-26,"MENLO AVE EL",0,0
2021-11-26,"MERIDIAN EEC",0,0
2021-11-26,"METROPOLITAN HS",0,0
2021-11-26,"MEYLER ST EL",3,0
2021-11-26,"MICHELTORENA ST EL",0,0
2021-11-26,"MID-CITY PSES MAG",0,0
2021-11-26,"MIDDLE COLLEGE HS",1,0
2021-11-26,"MIDDLETON ST EL",0,0
2021-11-26,"MIDDLETON ST PC",0,0
2021-11-26,"MIKES EEC",0,0
2021-11-26,"MILES AVE EEC",0,0
2021-11-26,"MILES AVE EL",0,0
2021-11-26,"MILLER CTC",0,0
2021-11-26,"MILLER EL",0,0
2021-11-26,"MILLIKAN MS AC & PAM",3,0
2021-11-26,"MIRAMONTE EEC",0,0
2021-11-26,"MIRAMONTE EL",0,0
2021-11-26,"MISSION HS",0,0
2021-11-26,"MONETA HS",0,0
2021-11-26,"MONLUX EL",1,0
2021-11-26,"MONROE SH",1,0
2021-11-26,"MONTARA AVE EL",0,0
2021-11-26,"MONTE VISTA EEC",0,0
2021-11-26,"MONTE VISTA ST EL",0,0
2021-11-26,"MONTEREY HS",0,0
2021-11-26,"MOORE M/S/T ACAD",0,0
2021-11-26,"MORNINGSIDE EL",0,0
2021-11-26,"MOSK EL",0,0
2021-11-26,"MOUNT GLEASON MS",0,0
2021-11-26,"MOUNTAIN VIEW EL",0,0
2021-11-26,"MT LUKENS HS",0,0
2021-11-26,"MT WASHINGTON EL",1,0
2021-11-26,"MUIR MS",0,0
2021-11-26,"MULHOLLAND MS",0,0
2021-11-26,"MULTNOMAH ST EL",0,0
2021-11-26,"MURCHISON EEC",0,0
2021-11-26,"MURCHISON ST EL",0,0
2021-11-26,"NAPA ST EL",1,0
2021-11-26,"NARBONNE SH HARTS LA",0,0
2021-11-26,"NARBONNE SH",1,0
2021-11-26,"NAVA COLLEGE PREP",0,0
2021-11-26,"NAVA LEARNING ACADEMY",0,0
2021-11-26,"NESTLE AVE CHARTER",0,0
2021-11-26,"NEVADA AVE EL",0,0
2021-11-26,"NEVIN AVE EL",0,0
2021-11-26,"NEW ACAD CANOGA PARK",1,0
2021-11-26,"NEWCASTLE EL",0,0
2021-11-26,"NEWMARK HS",0,0
2021-11-26,"NIGHTINGALE MS",2,0
2021-11-26,"NIMITZ MS",1,0
2021-11-26,"NO HOLLYWD SH",1,0
2021-11-26,"NOBEL CMS",2,0
2021-11-26,"NOBLE AVE EEC",0,0
2021-11-26,"NOBLE AVE EL",1,0
2021-11-26,"NORMANDIE AVE EEC",0,0
2021-11-26,"NORMANDIE AVE EL",0,0
2021-11-26,"NORMONT EEC",0,0
2021-11-26,"NORMONT EL",0,0
2021-11-26,"NORTH VALLEY OCC CTR",0,0
2021-11-26,"NORTHRIDGE ACAD SH",0,0
2021-11-26,"NORTHRIDGE EEC",0,0
2021-11-26,"NORTHRIDGE MS",2,0
2021-11-26,"NORWOOD ST EL",0,0
2021-11-26,"NUEVA VISTA EL",0,0
2021-11-26,"O'MELVENY EL",0,0
2021-11-26,"OBAMA EL",1,0
2021-11-26,"OBAMA GLBL PREP ACAD",0,0
2021-11-26,"OCHOA LC",1,0
2021-11-26,"ODYSSEY HS",0,0
2021-11-26,"OLIVE VISTA MS",1,0
2021-11-26,"OLYMPIC PC",0,0
2021-11-26,"OPEN CHARTER MAG",0,0
2021-11-26,"ORCHARD ACADEMIES 2B",0,0
2021-11-26,"ORCHARD ACADEMIES 2C",0,0
2021-11-26,"ORTHOPAEDIC HSP SH MG",0,0
2021-11-26,"OSCEOLA ST EL",0,0
2021-11-26,"OVERLAND AVE EL",0,0
2021-11-26,"OWENSMOUTH HS",0,0
2021-11-26,"OXNARD ST EL",0,0
2021-11-26,"PACIFIC BLVD SCHOOL",0,0
2021-11-26,"PACOIMA EEC",0,0
2021-11-26,"PACOIMA MS",0,0
2021-11-26,"PALISADES CEL",0,0
2021-11-26,"PALMS EL",0,0
2021-11-26,"PALMS MS",2,0
2021-11-26,"PANORAMA CITY EL",0,0
2021-11-26,"PANORAMA SH",1,0
2021-11-26,"PARK AVE EL",2,0
2021-11-26,"PARK WESTERN EEC",1,0
2021-11-26,"PARK WSTN PL EL",0,0
2021-11-26,"PARKS LC",3,0
2021-11-26,"PARKS/HUERTA EEC",0,0
2021-11-26,"PARMELEE AVE EL",0,0
2021-11-26,"PARTHENIA AC ART TEC",2,0
2021-11-26,"PASEO DEL REY EL MAG",0,0
2021-11-26,"PATTON HS",1,0
2021-11-26,"PEARL SH JRNLS/CMM MG",0,0
2021-11-26,"PEARY MS",2,0
2021-11-26,"PEREZ SP ED CTR",0,0
2021-11-26,"PHOENIX HS",0,0
2021-11-26,"PINEWOOD AVE EEC",0,0
2021-11-26,"PINEWOOD AVE EL",0,0
2021-11-26,"PIO PICO MS",0,0
2021-11-26,"PLAINVIEW ACADEMC CA",0,0
2021-11-26,"PLASENCIA EL",0,0
2021-11-26,"PLAYA DEL REY EL",0,0
2021-11-26,"PLAYA VISTA EL",0,0
2021-11-26,"PLUMMER EL",0,0
2021-11-26,"POINDEXTER LAMOTTE EL",0,0
2021-11-26,"POLITI EL",0,0
2021-11-26,"POLYTECHNIC SH",1,0
2021-11-26,"POMELO COMMUNITY CS",2,0
2021-11-26,"PORTER MS",0,0
2021-11-26,"PORTER RANCH SCHOOL",0,0
2021-11-26,"PORTOLA CM",0,0
2021-11-26,"PRESIDENT AVE EL",0,0
2021-11-26,"PRIMARY ACADEMY",0,0
2021-11-26,"PT FERMIN EL MR/S MG",0,0
2021-11-26,"PUEBLO DE LA HS",0,0
2021-11-26,"PURCHE AVE EL",0,0
2021-11-26,"QUEEN ANNE PL EL",0,0
2021-11-26,"RAMONA EL",0,0
2021-11-26,"RAMONA HS",0,0
2021-11-26,"RAMONA INFANT",0,0
2021-11-26,"RANCHITO AVE EL",1,0
2021-11-26,"RANCHO DOMNGZ PREP",0,0
2021-11-26,"RAYMOND AVE EL",1,0
2021-11-26,"REED MS",0,0
2021-11-26,"REGIONAL SH IDTE MAG",0,0
2021-11-26,"RESEDA CHARTER HS",0,0
2021-11-26,"RESEDA EL",1,0
2021-11-26,"REVERE CMS",2,0
2021-11-26,"RFK AMBSDR GLBL EDU",0,0
2021-11-26,"RFK AMBSDR GLBL LDSH",0,0
2021-11-26,"RFK LA SH ARTS",0,0
2021-11-26,"RFK NEW OPEN WLD",0,0
2021-11-26,"RFK SCH VIS ARTS/HUM",0,0
2021-11-26,"RFK UCLA COMM SCH",0,0
2021-11-26,"RICHLAND AVE EL",5,0
2021-11-26,"RIDE EL SMART ACAD",0,0
2021-11-26,"RILEY HS CYESIS",0,0
2021-11-26,"RIO VISTA EL",0,0
2021-11-26,"RIORDAN PC",0,0
2021-11-26,"RITTER EL",0,0
2021-11-26,"RIVERA LC COM & TECH",0,0
2021-11-26,"RIVERA LC GD STEAM AC",0,0
2021-11-26,"RIVERA LC PERF ARTS",0,0
2021-11-26,"RIVERA LC PUB SRV",0,0
2021-11-26,"RIVERSIDE DR CS",1,0
2021-11-26,"ROBERTI EEC",0,0
2021-11-26,"ROCKDALE VAPA MAG",0,0
2021-11-26,"RODIA HS",0,0
2021-11-26,"ROGERS HS",1,0
2021-11-26,"ROMER MS",3,0
2021-11-26,"ROOSEVELT INFANT",0,0
2021-11-26,"ROOSEVELT SH STM MAG",0,0
2021-11-26,"ROOSEVELT SH",0,0
2021-11-26,"ROSCOE EL",0,0
2021-11-26,"ROSCOMARE RD EL",0,0
2021-11-26,"ROSEMONT AVE EEC",0,0
2021-11-26,"ROSEMONT AVE EL",0,0
2021-11-26,"ROSEWOOD UP/UD MAG",0,0
2021-11-26,"ROWAN AVE EL",1,0
2021-11-26,"ROYBAL LC",2,0
2021-11-26,"ROYBAL-ALLARD EL",0,0
2021-11-26,"RUSSELL EL",0,0
2021-11-26,"SALVIN SP ED CTR",0,0
2021-11-26,"SAN ANTONIO EL",3,0
2021-11-26,"SAN ANTONIO HS",0,0
2021-11-26,"SAN FERNANDO EEC",0,0
2021-11-26,"SAN FERNANDO EL",3,0
2021-11-26,"SAN FERNANDO MS IAM",0,0
2021-11-26,"SAN FERNANDO MS",1,0
2021-11-26,"SAN FERNANDO SH",2,0
2021-11-26,"SAN GABRIEL AVE EL",1,0
2021-11-26,"SAN JOSE ST EL",1,0
2021-11-26,"SAN MIGUEL EL",1,0
2021-11-26,"SAN PASCUAL STEAM MG",3,0
2021-11-26,"SAN PEDRO SH",0,0
2021-11-26,"SAN PEDRO ST EL",0,0
2021-11-26,"SANTANA ART AC",0,0
2021-11-26,"SANTEE EC",2,0
2021-11-26,"SATICOY EL",0,0
2021-11-26,"SATURN ST EL",0,0
2021-11-26,"SCIENCE AC STEM MAG",0,0
2021-11-26,"SECONDARY CDS",0,0
2021-11-26,"SELMA AVE EL",0,0
2021-11-26,"SENDAK EL",0,0
2021-11-26,"SEPULVEDA MS",0,0
2021-11-26,"SERRANIA AVE CES",0,0
2021-11-26,"SHARP AVE EL",0,0
2021-11-26,"SHENANDOAH ST EEC",0,0
2021-11-26,"SHENANDOAH ST EL",1,0
2021-11-26,"SHERIDAN ST EL",0,0
2021-11-26,"SHERMAN OAKS EL CS",1,0
2021-11-26,"SHIRLEY AVE EL",0,0
2021-11-26,"SHORT AVE EL",0,0
2021-11-26,"SIERRA PARK EL",4,0
2021-11-26,"SIERRA VISTA EL",0,0
2021-11-26,"SLAWSON OCC CTR",0,0
2021-11-26,"SOCES MAG",0,0
2021-11-26,"SOLANO AVE EL",2,0
2021-11-26,"SOLIS LA",1,0
2021-11-26,"SOTO ST EL",0,0
2021-11-26,"SOTOMAYOR ART/SCI MAG",0,0
2021-11-26,"SOUTH EAST SH",4,0
2021-11-26,"SOUTH GATE MS",3,0
2021-11-26,"SOUTH GATE SH",1,0
2021-11-26,"SOUTH PARK EL",0,0
2021-11-26,"SOUTH SHORES EL PA MG",2,0
2021-11-26,"SOUTHEAST MS",2,0
2021-11-26,"STAGG ST EL",0,0
2021-11-26,"STANFORD AVE EL",0,0
2021-11-26,"STANFORD AVE PC",0,0
2021-11-26,"STATE ST EEC",0,0
2021-11-26,"STATE ST EL",0,0
2021-11-26,"STERRY EL",0,0
2021-11-26,"STEVENSON CCP",0,0
2021-11-26,"STONEHURST STEAM MAG",0,0
2021-11-26,"STONER AVE EL",0,0
2021-11-26,"STONEY POINT HS",0,0
2021-11-26,"STRATHERN ST EL",1,0
2021-11-26,"SUN VALLEY MAG ET",0,0
2021-11-26,"SUNLAND EL",0,0
2021-11-26,"SUNNY BRAE AVE EL",0,0
2021-11-26,"SUNRISE EL",0,0
2021-11-26,"SUPERIOR ST EL",0,0
2021-11-26,"SUTTER MS",0,0
2021-11-26,"SYLMAR ACAD BH/E MAG",0,0
2021-11-26,"SYLMAR CHS",2,0
2021-11-26,"SYLMAR EL",0,0
2021-11-26,"SYLMAR LDSHP ACAD",3,0
2021-11-26,"SYLVAN PARK EEC",0,0
2021-11-26,"SYLVAN PARK EL",0,0
2021-11-26,"TAFT CHS",1,0
2021-11-26,"TAPER AVE EL",0,0
2021-11-26,"TARZANA EL",0,0
2021-11-26,"TELFAIR AVE EEC",0,0
2021-11-26,"TELFAIR AVE EL",0,0
2021-11-26,"THOREAU HS",0,0
2021-11-26,"TOLAND WAY EL",0,0
2021-11-26,"TOLUCA LAKE EEC",0,0
2021-11-26,"TOLUCA LAKE EL",0,0
2021-11-26,"TOPANGA EL CS",0,0
2021-11-26,"TOPEKA DR CAS",1,0
2021-11-26,"TORRES ELA PA MAG",1,0
2021-11-26,"TORRES ENG & TECH",0,0
2021-11-26,"TORRES HS SJLA MAG",0,0
2021-11-26,"TORRES HUM/ART/TECH",0,0
2021-11-26,"TORRES RENAISSANCE",0,0
2021-11-26,"TOWNE AVE EL",0,0
2021-11-26,"TRINITY EEC",0,0
