School name,Cases among students and staff
"EL SERENO EEC",0
"EL SERENO EL",2
"EL SERENO MS",2
"ELA OCC CTR",1
"ELEMENTARY CDS",0
"ELIZABETH LC",3
"ELLINGTON HS",1
"ELYSIAN HTS ARTS MAG",0
"EMELITA ST EL",4
"EMERSON CC",0
"ENADIA WAY",1
"ENCINO CEL",4
"ERWIN EL",4
"ESCALANTE EEC",2
"ESCALANTE EL",3
"ESCUTIA PC",3
"ESHELMAN AVE EL",2
"ESPERANZA EL",2
"ESTRELLA EEC",0
"ESTRELLA EL",3
"EUCLID AVE EL",1
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",5
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",8
"FAIRBURN AVE EL",2
"FAIRFAX SH",7
"FARMDALE EL",2
"FERNANGELES EL",3
"FIGUEROA ST EL",2
"FISHBURN AVE EL",1
"FLEMING MS",7
"FLETCHER DR EL",0
"FLORENCE AVE EL",4
"FLOURNOY EL",4
"FORD BLVD EL",7
"FOSHAY LC",2
"FRANKLIN AVE EL",1
"FRANKLIN HS",6
"FREMONT SH",3
"FRIEDMAN OCC CTR",2
"FRIES AVE EL",0
"FROST MS",9
"FULLBRIGHT AVE EL",1
"FULTON COLLEGE PREP",4
"GAGE MS",9
"GAL KING SCH FOR STEM",0
"GARCETTI LA",2
"GARDEN GROVE EL",1
"GARDENA EEC",3
"GARDENA EL",0
"GARDENA SH",5
"GARDNER ST EL",2
"GARFIELD SH",10
"GARVANZA EL T/L MAG",0
"GARZA PC",1
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",1
"GERMAIN ACAD AA",4
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",1
"GLEDHILL ST EL",2
"GLEN ALTA EL",2
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",1
"GLENWOOD EL",4
"GOMPERS MS",7
"GOMPERS MS UP MED MAG",0
"GRAHAM EEC",0
"GRAHAM EL",3
"GRANADA EL",5
"GRANADA HILLS CHT",0
"GRAND VW BL EL",1
"GRANT EEC",0
"GRANT EL",9
"GRANT SH",11
"GRAPE ST EL",2
"GRATTS EEC",0
"GRATTS LA FOR YS",0
"GREY HS",0
"GRIDLEY ST EL",4
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",4
"GRIFFITH MS STEAM MG",1
"GULF AVE EL",5
"HADDON AVE EEC",0
"HADDON AVE EL",4
"HALE CA",0
"HALLDALE EL",16
"HAMASAKI MED/SCI MAG",1
"HAMILTON SH",8
"HAMLIN CA",5
"HANCOCK PARK EL",0
"HARBOR CITY EL",2
"HARBOR OCC CTR",0
"HARDING ST EL",0
"HARMONY EL",1
"HARRISON ST EL",3
"HART ST EL",3
"HARTE PREP MS",1
"HARVARD EL",1
"HASKELL EL STEAM MAG",3
"HAWAIIAN AVE EEC",2
"HAWAIIAN AVE EL",2
"HAWKINS SH C/DAGS",8
"HAWKINS SH CHAS",0
"HAWKINS SH RISE",0
"HAYNES CES",4
"HAZELTINE AVE EL",1
"HELIOTROPE AVE EL",2
"HENRY MS",9
"HERRICK AVE EL",1
"HESBY OAKS LEAD CHTR",0
"HIGHLAND PARK HS",0
"HILLCREST DR EL",5
"HILLSIDE EL",0
"HOBART BLVD EEC",2
"HOBART BLVD EL",3
"HOLLENBECK MS",4
"HOLLYWOOD EL",1
"HOLLYWOOD SH",7
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",4
"HOOPER AVE EEC",1
"HOOPER AVE EL",3
"HOOPER AVE PC",2
"HOOVER ST EL",3
"HOPE HS",0
"HOPE ST EL",3
"HUBBARD ST EL",7
"HUERTA EL",1
"HUGHES EL",1
"HUMPHREYS AVE EL",2
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",3
"HUNTNGTN PK SH",4
"HYDE PARK EEC",0
"INDEPENDENCE EL",2
"INDEPENDENCE HS",1
"INTERNATIONAL ST LC",6
"IRVING MS MME MAG",4
"ISAACS AVALON HS",0
"IVANHOE EL",2
"JEFFERSON SH",4
"JOHNSON STEM ACADEMY",1
"JONES EL",3
"JONES PC",1
"JORDAN SH",4
"JUSTICE ST ACAD CHTR",7
"KAHLO HS",3
"KENNEDY EL",0
"KENNEDY SH",16
"KENTER CANYON EC",0
"KENTWOOD EEC",0
"KENTWOOD EL",1
"KESTER AVE EL",3
"KIM ACADEMY",2
"KIM EL",3
"KING JR EL",1
"KING MS MAG FLM/MDIA",6
"KING-DREW SH MD/S MG",6
"KINGSLEY EL",0
"KITTRIDGE ST EL",3
"KNOLLWOOD PREP ACAD",0
"KNOX EL",2
"KORENSTEIN EL",0
"LA SALLE AVE EL",1
"LACES MAG",3
"LAFAYETTE PARK PC",0
"LAKE BALBOA CP K-12",2
"LAKE ST PRIMARY",0
"LANAI RD EL",1
"LANE EL",2
"LANGDON AVE EL",2
"LANKERSHIM EL",3
"LASSEN EL",3
"LATONA AVE EL",1
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",3
"LAWSON ACAD A/M/S EL",3
"LE CONTE MS",1
"LEAPWOOD EL",4
"LEE EL MED HLTH MAG",2
"LEGACY SH STEAM",7
"LEGACY SH VAPA",2
"LEICHMAN CPTC",0
"LELAND ST EL",1
"LEMAY ST EEC",0
"LEMAY ST EL",2
"LEWIS HS",1
"LEXINGTON AVE PC",1
"LIBERTY BLVD EL",4
"LIECHTY MS",1
"LIGGETT ST EL",3
"LILLIAN ST EL",0
"LIMERICK AVE EL",4
"LINCOLN SH",1
"LIZARRAGA EL",5
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",3
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",1
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",1
"LOMA VISTA EL",2
"LOMITA EL M/S/T MAG",8
"LONDON HS",1
"LORENA ST EL",1
"LORETO ST EL",0
"LORNE ST EL",2
"LOS ANGELES ACAD MS",5
"LOS ANGELES EL",0
"LOS ANGELES SH",0
"LOS ANGELES TECH CTR",1
"LOS FELIZ STEMM MAG",4
"LOWMAN SP ED & CTC",1
"LOYOLA VILLG EL F/PAM",5
"MACARTHUR PK EL VAPA",2
"MACES MAG",5
"MACK EL",2
"MACLAY MS",1
"MADISON EL",5
"MADISON MS",6
"MAGNOLIA AVE EL",1
"MAGNOLIA SCI ACAD #2",0
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",0
"MAIN ST EL",1
"MALABAR ST EL",2
"MANCHESTER AVE EL",5
"MANHATTAN PLACE EL",2
"MANN UCLA COMM SCH",3
"MANUAL ARTS SH",6
"MAPLE PC",1
"MAR VISTA EL",1
"MARIANNA AVE EL",1
"MARINA DEL REY MS",1
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",2
"MARKHAM MS",5
"MARLTON SCHOOL",1
"MARQUEZ CHARTER",1
"MARQUEZ SH HPIAM",1
"MARQUEZ SH LIBRA",5
"MARQUEZ SH SOC JUS",4
"MARSHALL SH",5
"MARVIN EEC",0
"MARVIN EL",2
"MAYALL ST AC A/T MAG",7
"MAYBERRY ST EL",2
"MAYWOOD ACADEMY SH",1
"MAYWOOD EL",2
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",0
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",1
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",0
"MENDEZ SH",3
"MENLO AVE EL",2
"MERIDIAN EEC",0
"METROPOLITAN HS",0
"MEYLER ST EL",1
"MICHELTORENA ST EL",1
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",1
"MIDDLETON ST EL",1
"MIDDLETON ST PC",0
"MIKES EEC",0
"MILES AVE EEC",0
"MILES AVE EL",1
"MILLER CTC",1
"MILLER EL",10
"MILLIKAN MS AC & PAM",9
"MIRAMONTE EEC",0
"MIRAMONTE EL",5
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",5
"MONROE SH",9
"MONTARA AVE EL",3
"MONTE VISTA EEC",2
"MONTE VISTA ST EL",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",3
"MORNINGSIDE EL",1
"MOSK EL",3
"MOUNT GLEASON MS",3
"MOUNTAIN VIEW EL",4
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",2
"MULHOLLAND MS",6
"MULTNOMAH ST EL",1
"MURCHISON EEC",0
"MURCHISON ST EL",0
"NAPA ST EL",6
"NARBONNE SH",3
"NARBONNE SH HARTS LA",1
"NAVA COLLEGE PREP",3
"NAVA LEARNING ACADEMY",0
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",3
"NEVIN AVE EL",3
"NEW ACAD CANOGA PARK",0
"NEWCASTLE EL",1
"NEWMARK HS",0
"NIGHTINGALE MS",1
"NIMITZ MS",4
"NO HOLLYWD SH",10
"NOBEL CMS",11
"NOBLE AVE EEC",1
"NOBLE AVE EL",5
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",0
"NORMONT EEC",0
"NORMONT EL",8
"NORTH VALLEY OCC CTR",2
"NORTHRIDGE ACAD SH",4
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",2
"NORWOOD ST EL",0
"NUEVA VISTA EL",3
"OBAMA EL",1
"OBAMA GLBL PREP ACAD",4
"OCHOA LC",2
"ODYSSEY HS",0
"OLIVE VISTA MS",8
"OLYMPIC PC",0
"O'MELVENY EL",1
"OPEN CHARTER MAG",1
"ORCHARD ACADEMIES 2B",0
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",4
"OSCEOLA ST EL",0
"OVERLAND AVE EL",0
"OWENSMOUTH HS",0
"OXNARD ST EL",1
"PACIFIC BLVD SCHOOL",0
"PACOIMA EEC",1
"PACOIMA MS",4
"PALISADES CEL",1
"PALISADES CHS",0
"PALMS EL",1
"PALMS MS",5
"PANORAMA CITY EL",2
"PANORAMA SH",3
"PARK AVE EL",1
"PARK WESTERN EEC",0
"PARK WSTN PL EL",6
"PARKS LC",0
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",10
"PARTHENIA AC ART TEC",4
"PASEO DEL REY EL MAG",1
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",3
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",0
"PIO PICO MS",0
"PLAINVIEW ACADEMC CA",3
"PLASENCIA EL",5
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",1
"PLUMMER EL",4
"POINDEXTER LAMOTTE EL",0
"POLITI EL",2
"POLYTECHNIC SH",11
"POMELO COMMUNITY CS",3
"PORTER MS",3
"PORTER RANCH SCHOOL",5
"PORTOLA CM",9
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",2
"PT FERMIN EL MR/S MG",6
"PUEBLO DE LA HS",0
"PURCHE AVE EL",0
"QUEEN ANNE PL EL",0
"RAMONA EL",0
"RAMONA HS",0
"RAMONA INFANT",3
"RANCHITO AVE EL",2
"RANCHO DOMNGZ PREP",4
"RAYMOND AVE EL",2
"REED MS",11
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",9
"RESEDA EL",1
"REVERE CMS",7
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",1
"RFK LA SH ARTS",1
"RFK NEW OPEN WLD",0
"RFK SCH VIS ARTS/HUM",2
"RFK UCLA COMM SCH",1
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",3
"RILEY HS CYESIS",0
"RIO VISTA EL",0
"RIORDAN PC",1
"RITTER EL",3
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",4
"RIVERA LC PERF ARTS",1
"RIVERA LC PUB SRV",6
"RIVERSIDE DR CS",3
"ROBERTI EEC",0
"ROCKDALE VAPA MAG",2
"RODIA HS",2
"ROGERS HS",0
"ROMER MS",4
"ROOSEVELT INFANT",0
"ROOSEVELT SH",6
"ROOSEVELT SH STM MAG",1
"ROSCOE EL",4
"ROSCOMARE RD EL",0
"ROSEMONT AVE EEC",0
"ROSEMONT AVE EL",0
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",3
"ROYBAL LC",1
"ROYBAL-ALLARD EL",1
"RUSSELL EL",4
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",5
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",6
"SAN FERNANDO MS",3
"SAN FERNANDO MS IAM",0
"SAN FERNANDO SH",3
"SAN GABRIEL AVE EL",0
"SAN JOSE ST EL",2
"SAN MIGUEL EL",9
"SAN PASCUAL STEAM MG",0
"SAN PEDRO SH",26
"SAN PEDRO ST EL",4
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",9
"SANTEE EC",7
"SATICOY EL",2
"SATURN ST EL",1
"SCIENCE AC STEM MAG",2
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",3
"SEPULVEDA MS",5
"SERRANIA AVE CES",7
"SHARP AVE EL",2
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",1
"SHERIDAN ST EL",1
"SHERMAN OAKS EL CS",1
"SHIRLEY AVE EL",2
"SHORT AVE EL",0
"SIERRA PARK EL",6
"SIERRA VISTA EL",0
"SLAWSON OCC CTR",3
"SOCES MAG",3
"SOLANO AVE EL",1
"SOLIS LA",0
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",3
"SOUTH EAST SH",4
"SOUTH GATE MS",4
"SOUTH GATE SH",13
"SOUTH PARK EL",13
"SOUTH SHORES EL PA MG",1
"SOUTHEAST MS",5
"STAGG ST EL",8
"STANFORD AVE EL",5
"STANFORD AVE PC",0
"STATE ST EEC",0
"STATE ST EL",1
"STERRY EL",0
"STEVENSON CCP",1
"STONEHURST STEAM MAG",3
"STONER AVE EL",0
"STONEY POINT HS",0
"STRATHERN ST EL",3
"SUN VALLEY MAG ET",4
"SUNLAND EL",2
"SUNNY BRAE AVE EL",9
"SUNRISE EL",3
"SUPERIOR ST EL",4
"SUTTER MS",7
"SYLMAR ACAD BH/E MAG",1
"SYLMAR CHS",5
"SYLMAR EL",2
"SYLMAR LDSHP ACAD",10
"SYLVAN PARK EEC",1
"SYLVAN PARK EL",0
"TAFT CHS",9
"TAPER AVE EL",3
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",2
"THOREAU HS",1
"TOLAND WAY EL",2
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",7
"TOPANGA EL CS",0
"TOPEKA DR CAS",3
"TORRES ELA PA MAG",1
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",3
"TORRES RENAISSANCE",2
"TOWNE AVE EL",6
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",10
"TWEEDY EL",1
"UNION AVE EL",2
"UNIVERSITY HS CHARTER",2
"UTAH ST EL",6
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",2
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",3
"VAN GOGH CHTR",2
"VAN NESS AVE EL",0
"VAN NUYS EL",4
"VAN NUYS MS",3
"VAN NUYS SH",5
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",0
"VAUGHN EEC",0
"VENA AVE EL",5
"VENICE SH",3
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",2
"VERMONT AVE EL",1
"VERNON CITY EL",2
"VICTORIA AVE EL",5
"VICTORY BLVD EL",2
"VIEW PARK CONTN HS",0
"VINE ST EEC",0
"VINE ST EL",0
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",4
"VIRGIL MS",4
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",0
"VISTA MS",5
"VLADOVIC HARBOR TPA",1
"VOCES MAG",2
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",2
"WALGROVE AVE EL",2
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",1
"WALNUT PARK MS STEM",1
"WARNER AVE EL",2
"WASHINGTON PC",1
"WASHINGTON PREP SH",4
"WATERS EMP PREP CTR",2
"WEBSTER MS",4
"WEEMES EL",2
"WEIGAND AVE EL",0
"WELBY WAY CEL",2
"WESM HLTH/SPORTS MED",8
"WEST ADAMS PREP SH",3
"WEST ATHENS EL",1
"WEST HOLLYWOOD EL",1
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",1
"WESTERN AV TECH MAG",2
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",3
"WESTPORT HTS EL",3
"WESTSIDE GLBL AWR MAG",6
"WESTWOOD CEL",3
"WHITE EL",2
"WHITE MS",12
"WHITE POINT EL",3
"WHITMAN HS",1
"WIDNEY CPTC",2
"WILBUR CEA",3
"WILLENBERG SP ED CTR",0
"WILLOW EL",6
"WILMINGTON EEC",0
"WILMINGTON PARK EL",7
"WILMINGTON STEAM MAG",7
"WILSHIRE CREST EL",0
"WILSHIRE PARK EL",0
"WILSON SH",10
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",1
"WINDSOR HILLS EL MAG",1
"WINNETKA AVE EL",3
"WISDOM EL",5
"WONDERLAND AVE EL",4
"WOODCREST EL",1
"WOODEN HS",0
"WOODLAKE ECC",3
"WOODLAND HILLS ACAD",3
"WOODLAND HILLS CES",4
"WOODLAWN AVE EL",5
"WRIGHT ENG DES MAG",3
"YES ACADEMY",1
"YORKDALE EL",1
"YOUNG HS",2
"YTH OPP UNLTD ALT HS",1
